com.amazon.alexa:ask-sdk-model-runtime;com.amazon.alexa;ask-sdk-model-runtime
io.github.gmvalentino8.cyklone:cyklone-statemachine;io.github.gmvalentino8.cyklone;cyklone-statemachine
io.github.gmvalentino8.cyklone:cyklone-statemachine-iosx64;io.github.gmvalentino8.cyklone;cyklone-statemachine-iosx64
io.github.gmvalentino8.cyklone:cyklone-statemachine-iosarm64;io.github.gmvalentino8.cyklone;cyklone-statemachine-iosarm64
io.github.gmvalentino8.cyklone:cyklone-statemachine-android;io.github.gmvalentino8.cyklone;cyklone-statemachine-android
io.github.gmvalentino8.cyklone:cyklone;io.github.gmvalentino8.cyklone;cyklone
io.github.gmvalentino8.cyklone:cyklone-iosx64;io.github.gmvalentino8.cyklone;cyklone-iosx64
io.github.gmvalentino8.cyklone:cyklone-iosarm64;io.github.gmvalentino8.cyklone;cyklone-iosarm64
io.github.gmvalentino8.cyklone:cyklone-android;io.github.gmvalentino8.cyklone;cyklone-android
com.sobot.chat:sobot-online;com.sobot.chat;sobot-online
io.featurehub.sdk.tiles:tile-release;io.featurehub.sdk.tiles;tile-release
com.zhjl37.dome:dome;com.zhjl37.dome;dome
com.github.azbh111:utils-java;com.github.azbh111;utils-java
io.docops:adr-extension;io.docops;adr-extension
io.github.artjourney:janusgraph-clickhouse;io.github.artjourney;janusgraph-clickhouse
ch.ascendise.validator:validator;ch.ascendise.validator;validator
com.timushev.sbt:sbt-updates-1555225206;com.timushev.sbt;sbt-updates
io.featurehub.sdk.tiles:tile-java11;io.featurehub.sdk.tiles;tile-java11
tech.backwards:scala-backwards_2.13;tech.backwards;scala-backwards_2.13
tech.backwards:macros_2.13;tech.backwards;macros_2.13
tech.backwards:main_2.13;tech.backwards;main_2.13
io.github.lavrov.src:cli_native0.4_2.13;io.github.lavrov.src;cli_native0.4_2.13
io.github.lavrov.src:cli_2.13;io.github.lavrov.src;cli_2.13
de.hirola:kintojava;de.hirola;kintojava
io.github.kkarnauk:parsek-native;io.github.kkarnauk;parsek-native
io.github.kkarnauk:parsek;io.github.kkarnauk;parsek
io.github.kkarnauk:parsek-jvm;io.github.kkarnauk;parsek-jvm
io.github.kkarnauk:parsek-js;io.github.kkarnauk;parsek-js
io.github.jbock-java:auto-common;io.github.jbock-java;auto-common
love.forte.annotation-tool:core;love.forte.annotation-tool;core
love.forte.annotation-tool:kcore;love.forte.annotation-tool;kcore
love.forte.annotation-tool:api;love.forte.annotation-tool;api
com.ongres:build-tools;com.ongres;build-tools
com.ongres:build-parent;com.ongres;build-parent
com.ongres:build-resources;com.ongres;build-resources
io.github.air-foi-hr:matrixmodule;io.github.air-foi-hr;matrixmodule
io.github.air-foi-hr:graphsmodule;io.github.air-foi-hr;graphsmodule
io.github.air-foi-hr:expressmath;io.github.air-foi-hr;expressmath
io.github.air-foi-hr:arraysmodule;io.github.air-foi-hr;arraysmodule
pw.binom:kn-clang;pw.binom;kn-clang
fr.davit:akka-http-scalapb_2.12;fr.davit;akka-http-scalapb_2.12
fr.davit:akka-http-scalapb-binary_2.12;fr.davit;akka-http-scalapb-binary_2.12
fr.davit:akka-http-scalapb-json4s_2.12;fr.davit;akka-http-scalapb-json4s_2.12
fr.davit:akka-http-scalapb-json4s_2.13;fr.davit;akka-http-scalapb-json4s_2.13
fr.davit:akka-http-scalapb_2.13;fr.davit;akka-http-scalapb_2.13
fr.davit:akka-http-scalapb-binary_2.13;fr.davit;akka-http-scalapb-binary_2.13
net.raidstone:WorldGuardEvents;net.raidstone;WorldGuardEvents
org.fluentcodes.ihe:gen-fdv-json-testtreiber;org.fluentcodes.ihe;gen-fdv-json-testtreiber
org.theta4j:theta-code-reader;org.theta4j;theta-code-reader
dev.petuska:gradle-kotlin-delegates;dev.petuska;gradle-kotlin-delegates
io.github.mathieusoysal:codingame-puzzles-stats-history;io.github.mathieusoysal;codingame-puzzles-stats-history
io.github.julucinho:mapper;io.github.julucinho;mapper
com.github.benhutchison:gesture_2.13;com.github.benhutchison;gesture_2.13
com.chuklee.code:statetransfer;com.chuklee.code;statetransfer
io.growthbook.sdk:GrowthBook-watchosx64;io.growthbook.sdk;GrowthBook-watchosx64
io.growthbook.sdk:GrowthBook-watchosarm64;io.growthbook.sdk;GrowthBook-watchosarm64
io.growthbook.sdk:GrowthBook-watchosarm32;io.growthbook.sdk;GrowthBook-watchosarm32
io.growthbook.sdk:GrowthBook-tvosx64;io.growthbook.sdk;GrowthBook-tvosx64
io.growthbook.sdk:GrowthBook-tvosarm64;io.growthbook.sdk;GrowthBook-tvosarm64
com.tersesystems.echopraxia:example;com.tersesystems.echopraxia;example
com.automacent:automacent-fwk-core;com.automacent;automacent-fwk-core
com.automacent:automacent-fwk-archetype;com.automacent;automacent-fwk-archetype
com.automacent:automacent-test-framework;com.automacent;automacent-test-framework
com.automacent:automacent-fwk;com.automacent;automacent-fwk
io.aicactus:reco;io.aicactus;reco
com.luhuiguo.bouncycastle:bcpkix-jdk15on;com.luhuiguo.bouncycastle;bcpkix-jdk15on
com.luhuiguo.bouncycastle:bcutil-jdk15on;com.luhuiguo.bouncycastle;bcutil-jdk15on
com.luhuiguo.bouncycastle:bcprov-jdk15on;com.luhuiguo.bouncycastle;bcprov-jdk15on
io.github.anyicomplex:gdx-graalhelper-extension-freetype;io.github.anyicomplex;gdx-graalhelper-extension-freetype
io.github.anyicomplex:gdx-graalhelper-extension-controllers-lwjgl3;io.github.anyicomplex;gdx-graalhelper-extension-controllers-lwjgl3
io.github.anyicomplex:gdx-graalhelper-extension-bullet;io.github.anyicomplex;gdx-graalhelper-extension-bullet
io.github.anyicomplex:gdx-graalhelper-extension-box2d;io.github.anyicomplex;gdx-graalhelper-extension-box2d
io.github.anyicomplex:gdx-graalhelper-backend-lwjgl3;io.github.anyicomplex;gdx-graalhelper-backend-lwjgl3
io.github.anyicomplex:gdx-graalhelper;io.github.anyicomplex;gdx-graalhelper
org.webjars.npm:fontsource__poppins;org.webjars.npm;fontsource__poppins
cn.dustlight.flow:flow-service;cn.dustlight.flow;flow-service
cn.dustlight.flow:flow-trigger-store-elasticsearch;cn.dustlight.flow;flow-trigger-store-elasticsearch
cn.dustlight.flow:flow-datacenter;cn.dustlight.flow;flow-datacenter
cn.dustlight.flow:flow-zeebe;cn.dustlight.flow;flow-zeebe
cn.dustlight.flow:flow-core;cn.dustlight.flow;flow-core
cn.dustlight.flow:flow-parent;cn.dustlight.flow;flow-parent
org.reldb:Wrapd;org.reldb;Wrapd
com.danielebachicchi.badgelogk:badgelogk;com.danielebachicchi.badgelogk;badgelogk
com.manyangled:coulomb-time-units_sjs1_2.13;com.manyangled;coulomb-time-units_sjs1_2.13
com.manyangled:coulomb-info-units_sjs1_2.13;com.manyangled;coulomb-info-units_sjs1_2.13
com.manyangled:coulomb-customary-units_sjs1_2.13;com.manyangled;coulomb-customary-units_sjs1_2.13
com.manyangled:coulomb-physical-constants_2.13;com.manyangled;coulomb-physical-constants_2.13
com.manyangled:coulomb-scalacheck_sjs1_2.13;com.manyangled;coulomb-scalacheck_sjs1_2.13
com.manyangled:coulomb-pureconfig-refined_2.13;com.manyangled;coulomb-pureconfig-refined_2.13
com.manyangled:coulomb-physical-constants_sjs1_2.13;com.manyangled;coulomb-physical-constants_sjs1_2.13
com.manyangled:coulomb-customary-units_2.13;com.manyangled;coulomb-customary-units_2.13
com.manyangled:coulomb-scalacheck_2.13;com.manyangled;coulomb-scalacheck_2.13
com.manyangled:coulomb_sjs1_2.13;com.manyangled;coulomb_sjs1_2.13
com.manyangled:coulomb_2.13;com.manyangled;coulomb_2.13
com.manyangled:coulomb-mks-units_sjs1_2.13;com.manyangled;coulomb-mks-units_sjs1_2.13
com.manyangled:coulomb-accepted-units_sjs1_2.13;com.manyangled;coulomb-accepted-units_sjs1_2.13
com.manyangled:coulomb-temp-units_sjs1_2.13;com.manyangled;coulomb-temp-units_sjs1_2.13
com.manyangled:coulomb-accepted-units_2.13;com.manyangled;coulomb-accepted-units_2.13
com.manyangled:coulomb-refined_sjs1_2.13;com.manyangled;coulomb-refined_sjs1_2.13
com.manyangled:coulomb-typesafe-config_2.13;com.manyangled;coulomb-typesafe-config_2.13
com.manyangled:coulomb-cats_sjs1_2.13;com.manyangled;coulomb-cats_sjs1_2.13
com.manyangled:coulomb-mks-units_2.13;com.manyangled;coulomb-mks-units_2.13
com.manyangled:coulomb-pureconfig_2.13;com.manyangled;coulomb-pureconfig_2.13
com.manyangled:coulomb-avro_2.13;com.manyangled;coulomb-avro_2.13
com.manyangled:coulomb-refined_2.13;com.manyangled;coulomb-refined_2.13
com.manyangled:coulomb-si-units_2.13;com.manyangled;coulomb-si-units_2.13
com.manyangled:coulomb-parser_2.13;com.manyangled;coulomb-parser_2.13
com.manyangled:coulomb-info-units_2.13;com.manyangled;coulomb-info-units_2.13
com.manyangled:coulomb-temp-units_2.13;com.manyangled;coulomb-temp-units_2.13
com.manyangled:coulomb-time-units_2.13;com.manyangled;coulomb-time-units_2.13
com.manyangled:coulomb-si-units_sjs1_2.13;com.manyangled;coulomb-si-units_sjs1_2.13
com.manyangled:coulomb-cats_2.13;com.manyangled;coulomb-cats_2.13
nl.rkuijt:mapper-lib;nl.rkuijt;mapper-lib
org.meeuw.i18n:i18n-regions-blackbox-testing-regions;org.meeuw.i18n;i18n-regions-blackbox-testing-regions
org.meeuw.i18n:i18n-regions-blackbox-testing;org.meeuw.i18n;i18n-regions-blackbox-testing
org.meeuw.i18n:i18n-regions-blackbox-testing-countries;org.meeuw.i18n;i18n-regions-blackbox-testing-countries
org.meeuw.i18n:i18n-regions-blackbox-testing-continents;org.meeuw.i18n;i18n-regions-blackbox-testing-continents
org.meeuw.i18n:i18n-regions-blackbox-testing-subdivisions;org.meeuw.i18n;i18n-regions-blackbox-testing-subdivisions
org.meeuw.i18n:report-aggregation;org.meeuw.i18n;report-aggregation
org.webjars.npm:rjsf__material-ui;org.webjars.npm;rjsf__material-ui
org.webjars.npm:compute-lcm;org.webjars.npm;compute-lcm
org.webjars.npm:validate.io-function;org.webjars.npm;validate.io-function
org.webjars.npm:compute-gcd;org.webjars.npm;compute-gcd
org.webjars.npm:json-schema-compare;org.webjars.npm;json-schema-compare
org.webjars.npm:json-schema-merge-allof;org.webjars.npm;json-schema-merge-allof
org.webjars.npm:validate.io-integer-array;org.webjars.npm;validate.io-integer-array
com.charlyghislain.keycloak:keycloak-importexport-ear;com.charlyghislain.keycloak;keycloak-importexport-ear
me.ddayo:SimpleGameApi;me.ddayo;SimpleGameApi
xyz.florentforest:sparkml-som_2.11;xyz.florentforest;sparkml-som_2.11
com.rezzedup.util:exceptional;com.rezzedup.util;exceptional
de.sciss:prefuse-demos;de.sciss;prefuse-demos
de.sciss:prefuse-core;de.sciss;prefuse-core
tech.cassandre.trading.bot:cassandre-trading-bot-spring-boot-starter-basic-ta4j-archetype;tech.cassandre.trading.bot;cassandre-trading-bot-spring-boot-starter-basic-ta4j-archetype
ch.pascalhanimann.simpletabcomplete:SimpleTabComplete;ch.pascalhanimann.simpletabcomplete;SimpleTabComplete
io.gitlab.mhammons:slinc_3;io.gitlab.mhammons;slinc_3
io.gitlab.mhammons:polymorphics_2.13;io.gitlab.mhammons;polymorphics_2.13
io.github.a914-gowtham:compose-ratingbar;io.github.a914-gowtham;compose-ratingbar
io.atlasmap:atlas-kafka-connect-core;io.atlasmap;atlas-kafka-connect-core
io.atlasmap:atlas-kafka-connect-module;io.atlasmap;atlas-kafka-connect-module
io.atlasmap:atlas-kafka-connect-test-model;io.atlasmap;atlas-kafka-connect-test-model
io.atlasmap:atlas-kafka-connect-parent;io.atlasmap;atlas-kafka-connect-parent
io.atlasmap:atlas-kafka-connect-model;io.atlasmap;atlas-kafka-connect-model
io.atlasmap:atlas-kafka-connect-service;io.atlasmap;atlas-kafka-connect-service
tech.codingzen:kata-konf-jackson;tech.codingzen;kata-konf-jackson
io.github.git-leon:simplelogger;io.github.git-leon;simplelogger
com.github.p2m2:comunica-actor-init-sparql-rdfjs_sjs1_2.13;com.github.p2m2;comunica-actor-init-sparql-rdfjs_sjs1_2.13
io.provenance.hdwallet:hdwallet-signer;io.provenance.hdwallet;hdwallet-signer
io.provenance.hdwallet:hdwallet;io.provenance.hdwallet;hdwallet
io.provenance.hdwallet:hdwallet-ec;io.provenance.hdwallet;hdwallet-ec
io.provenance.hdwallet:hdwallet-common;io.provenance.hdwallet;hdwallet-common
io.provenance.hdwallet:hdwallet-bip44;io.provenance.hdwallet;hdwallet-bip44
io.provenance.hdwallet:hdwallet-bip39;io.provenance.hdwallet;hdwallet-bip39
io.provenance.hdwallet:hdwallet-bip32;io.provenance.hdwallet;hdwallet-bip32
io.provenance.hdwallet:hdwallet-bech32;io.provenance.hdwallet;hdwallet-bech32
io.provenance.hdwallet:hdwallet-base58;io.provenance.hdwallet;hdwallet-base58
za.co.absa:abris_2.11;za.co.absa;abris_2.11
dev.zio:mock-test_2.13;dev.zio;mock-test_2.13
dev.zio:mock-test_2.12;dev.zio;mock-test_2.12
dev.zio:mock-test_3;dev.zio;mock-test_3
dev.zio:mock-test_native0.4_2.13;dev.zio;mock-test_native0.4_2.13
dev.zio:mock-test_native0.4_2.12;dev.zio;mock-test_native0.4_2.12
net.odoframework:odo-aws-lambda-sample;net.odoframework;odo-aws-lambda-sample
net.odoframework:odo-kotlin-service-dsl;net.odoframework;odo-kotlin-service-dsl
net.odoframework:odo-kotlin-dsl;net.odoframework;odo-kotlin-dsl
net.odoframework:odo-jetty-runtime;net.odoframework;odo-jetty-runtime
net.odoframework:odo-aws-lambda-xray;net.odoframework;odo-aws-lambda-xray
net.odoframework:odo-aws-lambda-runtime;net.odoframework;odo-aws-lambda-runtime
net.odoframework:odo-service;net.odoframework;odo-service
net.odoframework:odo-container;net.odoframework;odo-container
net.odoframework:odo-core;net.odoframework;odo-core
net.odoframework:odo;net.odoframework;odo
io.github.makhnevvitalik:query-builders;io.github.makhnevvitalik;query-builders
nl.inl.blacklab:blacklab-interfaces;nl.inl.blacklab;blacklab-interfaces
com.github.seitenbau:comment-analyzer-maven-plugin;com.github.seitenbau;comment-analyzer-maven-plugin
org.apache.flink:flink-statebackend-heap-spillable_2.12;org.apache.flink;flink-statebackend-heap-spillable_2.12
org.apache.flink:flink-table-uber-blink_2.12;org.apache.flink;flink-table-uber-blink_2.12
com.wajahatkarim:roomexplorer;com.wajahatkarim;roomexplorer
org.apache.flink:flink-metrics-prometheus_2.12;org.apache.flink;flink-metrics-prometheus_2.12
org.apache.flink:flink-metrics-influxdb_2.12;org.apache.flink;flink-metrics-influxdb_2.12
org.apache.flink:flink-mesos_2.12;org.apache.flink;flink-mesos_2.12
org.apache.flink:flink-queryable-state-runtime_2.12;org.apache.flink;flink-queryable-state-runtime_2.12
com.codacy:codacy-patterns-core_2.12;com.codacy;codacy-patterns-core_2.12
org.apache.flink:flink-metrics-jmx_2.12;org.apache.flink;flink-metrics-jmx_2.12
org.apache.flink:flink-table-planner-blink_2.12;org.apache.flink;flink-table-planner-blink_2.12
org.apache.flink:flink-table-runtime-blink_2.12;org.apache.flink;flink-table-runtime-blink_2.12
org.apache.flink:flink-statebackend-changelog_2.12;org.apache.flink;flink-statebackend-changelog_2.12
com.gocypher.cybench.launcher.plugin:cybench-launcher-gradle-plugin;com.gocypher.cybench.launcher.plugin;cybench-launcher-gradle-plugin
org.apache.flink:flink-optimizer_2.12;org.apache.flink;flink-optimizer_2.12
org.apache.flink:flink-runtime_2.12;org.apache.flink;flink-runtime_2.12
fi.metatavu.jaxrs.testbuilder:jaxrs-functional-test-builder;fi.metatavu.jaxrs.testbuilder;jaxrs-functional-test-builder
org.apache.flink:force-shading;org.apache.flink;force-shading
org.apache.flink:flink-statebackend-heap-spillable_2.11;org.apache.flink;flink-statebackend-heap-spillable_2.11
com.kiwigrid:helm-maven-plugin;com.kiwigrid;helm-maven-plugin
org.apache.flink:flink-table-uber-blink_2.11;org.apache.flink;flink-table-uber-blink_2.11
se.alipsa:R2JDBC;se.alipsa;R2JDBC
io.github.fungrim.nimbus:gcp-kms-nimbus-provider;io.github.fungrim.nimbus;gcp-kms-nimbus-provider
org.apache.flink:flink-metrics-prometheus_2.11;org.apache.flink;flink-metrics-prometheus_2.11
org.apache.flink:flink-metrics-influxdb_2.11;org.apache.flink;flink-metrics-influxdb_2.11
org.apache.flink:flink-mesos_2.11;org.apache.flink;flink-mesos_2.11
org.apache.flink:flink-queryable-state-runtime_2.11;org.apache.flink;flink-queryable-state-runtime_2.11
org.apache.flink:flink-metrics-jmx_2.11;org.apache.flink;flink-metrics-jmx_2.11
org.apache.flink:flink-table-planner-blink_2.11;org.apache.flink;flink-table-planner-blink_2.11
org.apache.flink:flink-table-runtime-blink_2.11;org.apache.flink;flink-table-runtime-blink_2.11
org.apache.flink:flink-statebackend-changelog_2.11;org.apache.flink;flink-statebackend-changelog_2.11
org.apache.flink:flink-optimizer_2.11;org.apache.flink;flink-optimizer_2.11
org.apache.flink:flink-runtime_2.11;org.apache.flink;flink-runtime_2.11
co.adcel.android:adcel-http;co.adcel.android;adcel-http
nl.praegus:toolchain-appium-fixtures;nl.praegus;toolchain-appium-fixtures
com.skoumal.grimoire:twine;com.skoumal.grimoire;twine
net.odoframework:odo-kotlin-sql-dsl;net.odoframework;odo-kotlin-sql-dsl
net.odoframework:odo-sql;net.odoframework;odo-sql
com.github.andyglow:scalax-range_3;com.github.andyglow;scalax-range_3
com.github.andyglow:scalax-range-joda-time_3;com.github.andyglow;scalax-range-joda-time_3
com.github.andyglow:scalax-range_2.13;com.github.andyglow;scalax-range_2.13
com.github.andyglow:scalax-range-joda-time_2.13;com.github.andyglow;scalax-range-joda-time_2.13
com.github.andyglow:scalax-range_2.12;com.github.andyglow;scalax-range_2.12
com.github.andyglow:scalax-range-joda-time_2.12;com.github.andyglow;scalax-range-joda-time_2.12
com.github.andyglow:scalax-range_2.11;com.github.andyglow;scalax-range_2.11
com.github.andyglow:scalax-range-joda-time_2.11;com.github.andyglow;scalax-range-joda-time_2.11
org.webjars.npm:calendar-link;org.webjars.npm;calendar-link
com.dipien:bye-bye-jetifier;com.dipien;bye-bye-jetifier
org.apache.datasketches:datasketches-pig;org.apache.datasketches;datasketches-pig
xyz.maow:ls-remap;xyz.maow;ls-remap
org.camunda.bpm.extension:camunda-bpm-process-test-coverage-parent;org.camunda.bpm.extension;camunda-bpm-process-test-coverage-parent
org.camunda.bpm.extension:camunda-bpm-process-test-coverage-report-generator;org.camunda.bpm.extension;camunda-bpm-process-test-coverage-report-generator
org.camunda.bpm.extension:camunda-bpm-process-test-coverage-spring-test;org.camunda.bpm.extension;camunda-bpm-process-test-coverage-spring-test
org.camunda.bpm.extension:camunda-bpm-process-test-coverage-junit5;org.camunda.bpm.extension;camunda-bpm-process-test-coverage-junit5
org.camunda.bpm.extension:camunda-bpm-process-test-coverage-bom;org.camunda.bpm.extension;camunda-bpm-process-test-coverage-bom
org.apache.flink:flink-optimizer_2.11;org.apache.flink;flink-optimizer_2.11
org.apache.flink:flink-runtime_2.11;org.apache.flink;flink-runtime_2.11
co.adcel.android:adcel-http;co.adcel.android;adcel-http
nl.praegus:toolchain-appium-fixtures;nl.praegus;toolchain-appium-fixtures
com.skoumal.grimoire:twine;com.skoumal.grimoire;twine
net.odoframework:odo-kotlin-sql-dsl;net.odoframework;odo-kotlin-sql-dsl
net.odoframework:odo-sql;net.odoframework;odo-sql
com.github.andyglow:scalax-range_3;com.github.andyglow;scalax-range_3
com.github.andyglow:scalax-range-joda-time_3;com.github.andyglow;scalax-range-joda-time_3
com.github.andyglow:scalax-range_2.13;com.github.andyglow;scalax-range_2.13
com.github.andyglow:scalax-range-joda-time_2.13;com.github.andyglow;scalax-range-joda-time_2.13
com.github.andyglow:scalax-range_2.12;com.github.andyglow;scalax-range_2.12
com.github.andyglow:scalax-range-joda-time_2.12;com.github.andyglow;scalax-range-joda-time_2.12
com.github.andyglow:scalax-range_2.11;com.github.andyglow;scalax-range_2.11
com.github.andyglow:scalax-range-joda-time_2.11;com.github.andyglow;scalax-range-joda-time_2.11
org.webjars.npm:calendar-link;org.webjars.npm;calendar-link
com.dipien:bye-bye-jetifier;com.dipien;bye-bye-jetifier
org.apache.datasketches:datasketches-pig;org.apache.datasketches;datasketches-pig
