org.neo4j:parent-central;org.neo4j;parent-central
org.codehaus.groovy.maven.archetypes:gmaven-archetypes;org.codehaus.groovy.maven.archetypes;gmaven-archetypes
org.codehaus.groovy.maven:gmaven-mojo-support;org.codehaus.groovy.maven;gmaven-mojo-support
org.codehaus.groovy.maven:gmaven-mojo;org.codehaus.groovy.maven;gmaven-mojo
org.codehaus.groovy.maven:gmaven-legacy;org.codehaus.groovy.maven;gmaven-legacy
org.codehaus.groovy.maven:gmaven-plugin;org.codehaus.groovy.maven;gmaven-plugin
org.codehaus.groovy.maven:gmaven-packaging;org.codehaus.groovy.maven;gmaven-packaging
org.codehaus.groovy.maven.runtime:gmaven-runtime-loader;org.codehaus.groovy.maven.runtime;gmaven-runtime-loader
org.codehaus.groovy.maven.runtime:gmaven-runtime-1.6;org.codehaus.groovy.maven.runtime;gmaven-runtime-1.6
org.codehaus.groovy.maven.runtime:gmaven-runtime-1.5;org.codehaus.groovy.maven.runtime;gmaven-runtime-1.5
org.codehaus.groovy.maven.runtime:gmaven-runtime-1.0;org.codehaus.groovy.maven.runtime;gmaven-runtime-1.0
org.codehaus.groovy.maven.runtime:gmaven-runtime-support;org.codehaus.groovy.maven.runtime;gmaven-runtime-support
org.codehaus.groovy.maven:gmaven-common;org.codehaus.groovy.maven;gmaven-common
org.codehaus.groovy.maven.runtime:gmaven-runtime-api;org.codehaus.groovy.maven.runtime;gmaven-runtime-api
org.codehaus.groovy.maven.runtime:gmaven-runtime;org.codehaus.groovy.maven.runtime;gmaven-runtime
org.codehaus.groovy.maven.feature:gmaven-feature-support;org.codehaus.groovy.maven.feature;gmaven-feature-support
org.codehaus.groovy.maven.feature:gmaven-feature-api;org.codehaus.groovy.maven.feature;gmaven-feature-api
org.codehaus.groovy.maven.feature:gmaven-feature;org.codehaus.groovy.maven.feature;gmaven-feature
org.codehaus.groovy.maven.support:slf4j-gossip;org.codehaus.groovy.maven.support;slf4j-gossip
org.codehaus.groovy.maven.support:gmaven-support;org.codehaus.groovy.maven.support;gmaven-support
org.codehaus.groovy.maven:gmaven;org.codehaus.groovy.maven;gmaven
org.objectweb.fractal.juliac.petals:juliac-petals-compiler;org.objectweb.fractal.juliac.petals;juliac-petals-compiler
net.java.dev.vcc:vcc-parent;net.java.dev.vcc;vcc-parent
org.dspace.dependencies:dspace-geoip;org.dspace.dependencies;dspace-geoip
net.java.dev.vcc.thirdparty:collection-setter-injector;net.java.dev.vcc.thirdparty;collection-setter-injector
org.mortbay.jetty:example-jetty-spring;org.mortbay.jetty;example-jetty-spring
org.mortbay.jetty:jetty-test-annotation-webapp;org.mortbay.jetty;jetty-test-annotation-webapp
org.mortbay.jetty:jetty-test-jndi-webapp;org.mortbay.jetty;jetty-test-jndi-webapp
org.dspace.dnsjava:dnsjava;org.dspace.dnsjava;dnsjava
com.google.code.gwt-math:gwt-math;com.google.code.gwt-math;gwt-math
com.google.code.gwt-math:gwt-math-server;com.google.code.gwt-math;gwt-math-server
org.codehaus.openxma:org.openxma.dsl.sample-archetype;org.codehaus.openxma;org.openxma.dsl.sample-archetype
org.codehaus.openxma:org.openxma.dsl.reference.ui;org.codehaus.openxma;org.openxma.dsl.reference.ui
org.codehaus.openxma:org.openxma.dsl.reference;org.codehaus.openxma;org.openxma.dsl.reference
org.codehaus.openxma:org.openxma.dsl.platform;org.codehaus.openxma;org.openxma.dsl.platform
org.codehaus.openxma:org.openxma.dsl.generator.plugin;org.codehaus.openxma;org.openxma.dsl.generator.plugin
org.codehaus.openxma:org.openxma.dsl.generator;org.codehaus.openxma;org.openxma.dsl.generator
org.codehaus.openxma:org.openxma.dsl.grammar;org.codehaus.openxma;org.openxma.dsl.grammar
org.codehaus.openxma:org.openxma.dsl.parent;org.codehaus.openxma;org.openxma.dsl.parent
org.seleniumhq.selenium.ide:selenium-ide;org.seleniumhq.selenium.ide;selenium-ide
org.nakedobjects.archetypes:application;org.nakedobjects.archetypes;application
org.nakedobjects:build;org.nakedobjects;build
org.nakedobjects.plugins:sql-persistor;org.nakedobjects.plugins;sql-persistor
org.nakedobjects.plugins:berkeley-persistor;org.nakedobjects.plugins;berkeley-persistor
org.nakedobjects.plugins:hibernate-persistor;org.nakedobjects.plugins;hibernate-persistor
org.nakedobjects:nakedobjects;org.nakedobjects;nakedobjects
org.nakedobjects:webserver;org.nakedobjects;webserver
org.nakedobjects:webapp;org.nakedobjects;webapp
org.nakedobjects:remoting;org.nakedobjects;remoting
org.nakedobjects:bytecode-javassist;org.nakedobjects;bytecode-javassist
org.nakedobjects:bytecode-cglib;org.nakedobjects;bytecode-cglib
org.nakedobjects:metamodel-examples-namefile;org.nakedobjects;metamodel-examples-namefile
org.nakedobjects:runtime;org.nakedobjects;runtime
org.nakedobjects:metamodel;org.nakedobjects;metamodel
org.ops4j.pax.runner:pax-runner-scanner-pom;org.ops4j.pax.runner;pax-runner-scanner-pom
org.ops4j.pax.runner:pax-runner-scanner-obr-script;org.ops4j.pax.runner;pax-runner-scanner-obr-script
org.ops4j.pax.runner:pax-runner-scanner-obr;org.ops4j.pax.runner;pax-runner-scanner-obr
org.ops4j.pax.runner:pax-runner-scanner-file;org.ops4j.pax.runner;pax-runner-scanner-file
org.ops4j.pax.runner:pax-runner-scanner-features;org.ops4j.pax.runner;pax-runner-scanner-features
org.ops4j.pax.runner:pax-runner-scanner-dir;org.ops4j.pax.runner;pax-runner-scanner-dir
org.ops4j.pax.runner:pax-runner-scanner-bundle;org.ops4j.pax.runner;pax-runner-scanner-bundle
org.ops4j.pax.runner:pax-runner-scanner-composite;org.ops4j.pax.runner;pax-runner-scanner-composite
org.ops4j.pax.runner:pax-runner-scanner-common;org.ops4j.pax.runner;pax-runner-scanner-common
org.ops4j.pax.runner:pax-runner-provision;org.ops4j.pax.runner;pax-runner-provision
org.semispace:semispace-google;org.semispace;semispace-google
org.jboss.maven.util:jboss-maven-utils;org.jboss.maven.util;jboss-maven-utils
org.scala-tools:installer-plugin_2.7.5;org.scala-tools;installer-plugin_2.7.5
org.scala-tools.sbt:installer-plugin_2.7.5;org.scala-tools.sbt;installer-plugin_2.7.5
org.dspace:xmlui;org.dspace;xmlui
org.ow2.bundles:ow2-bundles-externals-cxf;org.ow2.bundles;ow2-bundles-externals-cxf
org.dspace:xmlui-modules;org.dspace;xmlui-modules
org.dspace.xmlui:xmlui-test;org.dspace.xmlui;xmlui-test
org.dspace.xmlui:xmlui-rdf;org.dspace.xmlui;xmlui-rdf
org.dspace.xmlui:xmlui-xmltest;org.dspace.xmlui;xmlui-xmltest
org.dspace.xmlui:xmlui-services;org.dspace.xmlui;xmlui-services
org.dspace.xmlui:xmlui-administrative;org.dspace.xmlui;xmlui-administrative
org.dspace.xmlui:xmlui-syndication;org.dspace.xmlui;xmlui-syndication
org.dspace.xmlui:xmlui-dri;org.dspace.xmlui;xmlui-dri
org.dspace:dspace-impl;org.dspace;dspace-impl
org.dspace:dspace-utils;org.dspace;dspace-utils
org.ow2.odis:odis-connection-joram;org.ow2.odis;odis-connection-joram
org.ow2.odis:OdisConnectionJoram;org.ow2.odis;OdisConnectionJoram
org.ow2.odis:odis-connection-sql;org.ow2.odis;odis-connection-sql
org.ow2.odis:OdisConnectionSql;org.ow2.odis;OdisConnectionSql
org.ow2.odis:odis-utilities;org.ow2.odis;odis-utilities
org.ow2.odis:OdisUtilities;org.ow2.odis;OdisUtilities
org.ow2.odis:odis-test;org.ow2.odis;odis-test
org.ow2.odis:odis-core;org.ow2.odis;odis-core
org.ow2.odis:OdisCore;org.ow2.odis;OdisCore
org.ow2.odis:junit-utils;org.ow2.odis;junit-utils
org.ow2.odis:Odis;org.ow2.odis;Odis
org.ow2.jasmine.jadort-samples:OnlyAllowUsersWithSessionFilter;org.ow2.jasmine.jadort-samples;OnlyAllowUsersWithSessionFilter
com.mtvnet.boxspring.modules:boxspring-resteasy;com.mtvnet.boxspring.modules;boxspring-resteasy
com.mtvi:master-public-maven-plugin;com.mtvi;master-public-maven-plugin
com.mtvi:master-public-java;com.mtvi;master-public-java
com.mtvi:master-public-flex-player10;com.mtvi;master-public-flex-player10
com.mtvi:master-public-flex;com.mtvi;master-public-flex
com.mtvi:master-public;com.mtvi;master-public
org.amplecode:expoze;org.amplecode;expoze
org.codehaus.mojo:rspec-maven-plugin;org.codehaus.mojo;rspec-maven-plugin
org.jboss.maven.plugins:maven-jdocbook-style-plugin;org.jboss.maven.plugins;maven-jdocbook-style-plugin
org.ow2.frascati.tinfi:frascati-tinfi-compiler;org.ow2.frascati.tinfi;frascati-tinfi-compiler
org.ow2.fractal.julia.osgi:julia-osgi-launcher;org.ow2.fractal.julia.osgi;julia-osgi-launcher
org.ow2.fractal.julia.osgi:julia-osgi-mixins;org.ow2.fractal.julia.osgi;julia-osgi-mixins
org.ow2.fractal.julia.osgi:julia-osgi-api;org.ow2.fractal.julia.osgi;julia-osgi-api
org.ow2.fractal.julia.osgi:parent;org.ow2.fractal.julia.osgi;parent
org.ow2.fractal:juliac-runtime-oo-bundle;org.ow2.fractal;juliac-runtime-oo-bundle
org.ow2.fractal:juliac-bundles;org.ow2.fractal;juliac-bundles
org.ow2.fractal:julia-runtime-bundle;org.ow2.fractal;julia-runtime-bundle
org.ow2.fractal:julia-mixins-bundle;org.ow2.fractal;julia-mixins-bundle
org.ow2.fractal:julia-asm-bundle;org.ow2.fractal;julia-asm-bundle
org.ow2.fractal:julia-all-bundle;org.ow2.fractal;julia-all-bundle
org.ow2.fractal:julia-bundles;org.ow2.fractal;julia-bundles
org.ow2.fractal:fractal-api-bundle;org.ow2.fractal;fractal-api-bundle
org.ow2.fractal:osgi-bundles;org.ow2.fractal;osgi-bundles
org.ow2.fractal:fractal-libraries;org.ow2.fractal;fractal-libraries
com.adenki:smppapi;com.adenki;smppapi
org.ow2.jonas.camel:camel-trace-example-test;org.ow2.jonas.camel;camel-trace-example-test
org.ow2.jonas.camel:camel-trace-example-bundle;org.ow2.jonas.camel;camel-trace-example-bundle
org.ow2.jonas.camel:camel-jms-example-bundle;org.ow2.jonas.camel;camel-jms-example-bundle
org.ow2.jonas.camel:camel-cxf-example-bundle;org.ow2.jonas.camel;camel-cxf-example-bundle
org.ow2.jonas.camel:examples;org.ow2.jonas.camel;examples
org.ow2.jonas.camel:camel-jonas5-integration-tests;org.ow2.jonas.camel;camel-jonas5-integration-tests
org.ow2.petals.sl.jdbc.mysql:petals-sl-jdbc;org.ow2.petals.sl.jdbc.mysql;petals-sl-jdbc
org.ow2.petals.sl.jdbc.hsql:petals-sl-jdbc;org.ow2.petals.sl.jdbc.hsql;petals-sl-jdbc
org.apache.servicemix.servicemix:apache-servicemix-web;org.apache.servicemix.servicemix;apache-servicemix-web
org.apache.sling:org.apache.sling.samples.path-based.rtp;org.apache.sling;org.apache.sling.samples.path-based.rtp
org.apache.sling:org.apache.sling.jcr.jackrabbit.api;org.apache.sling;org.apache.sling.jcr.jackrabbit.api
org.apache.sling:org.apache.sling.jcr.jackrabbit.client;org.apache.sling;org.apache.sling.jcr.jackrabbit.client
org.apache.sling:sling-builder;org.apache.sling;sling-builder
org.apache.sling:org.apache.sling.extensions.apt.servlet;org.apache.sling;org.apache.sling.extensions.apt.servlet
org.apache.sling:org.apache.sling.extensions.apt.parser;org.apache.sling;org.apache.sling.extensions.apt.parser
org.apache.sling.samples:org.apache.sling.samples.webloader.ui;org.apache.sling.samples;org.apache.sling.samples.webloader.ui
org.apache.sling.samples:org.apache.sling.samples.simple-demo;org.apache.sling.samples;org.apache.sling.samples.simple-demo
org.apache.sling.samples:org.apache.sling.samples.webloader.service;org.apache.sling.samples;org.apache.sling.samples.webloader.service
org.codehaus.xdoclet:xdoclet-plugins-dist;org.codehaus.xdoclet;xdoclet-plugins-dist
org.codehaus.xdoclet:xdoclet-plugin-xwork;org.codehaus.xdoclet;xdoclet-plugin-xwork
org.codehaus.xdoclet:xdoclet-plugin-xtags;org.codehaus.xdoclet;xdoclet-plugin-xtags
org.codehaus.xdoclet:xdoclet-plugin-webwork;org.codehaus.xdoclet;xdoclet-plugin-webwork
org.codehaus.xdoclet:xdoclet-plugin-weblogic;org.codehaus.xdoclet;xdoclet-plugin-weblogic
org.codehaus.xdoclet:xdoclet-plugin-web;org.codehaus.xdoclet;xdoclet-plugin-web
org.codehaus.xdoclet:xdoclet-plugin-tapestry;org.codehaus.xdoclet;xdoclet-plugin-tapestry
org.codehaus.xdoclet:xdoclet-plugin-struts;org.codehaus.xdoclet;xdoclet-plugin-struts
org.codehaus.xdoclet:xdoclet-plugin-spring;org.codehaus.xdoclet;xdoclet-plugin-spring
org.codehaus.xdoclet:xdoclet-plugin-portlet;org.codehaus.xdoclet;xdoclet-plugin-portlet
org.codehaus.xdoclet:xdoclet-plugin-plugin;org.codehaus.xdoclet;xdoclet-plugin-plugin
org.codehaus.xdoclet:xdoclet-plugin-junit;org.codehaus.xdoclet;xdoclet-plugin-junit
org.codehaus.xdoclet:xdoclet-plugin-jsf;org.codehaus.xdoclet;xdoclet-plugin-jsf
org.codehaus.xdoclet:xdoclet-plugin-jmx;org.codehaus.xdoclet;xdoclet-plugin-jmx
org.codehaus.xdoclet:xdoclet-plugin-jdo;org.codehaus.xdoclet;xdoclet-plugin-jdo
org.codehaus.xdoclet:xdoclet-plugin-interfaceextractor;org.codehaus.xdoclet;xdoclet-plugin-interfaceextractor
org.codehaus.xdoclet:xdoclet-plugin-hibernate;org.codehaus.xdoclet;xdoclet-plugin-hibernate
org.codehaus.xdoclet:xdoclet-plugin-externalizer;org.codehaus.xdoclet;xdoclet-plugin-externalizer
org.codehaus.xdoclet:xdoclet-plugin-ejb;org.codehaus.xdoclet;xdoclet-plugin-ejb
org.codehaus.xdoclet:xdoclet-plugin-castor;org.codehaus.xdoclet;xdoclet-plugin-castor
org.codehaus.xdoclet:xdoclet-plugin-beaninfo;org.codehaus.xdoclet;xdoclet-plugin-beaninfo
org.codehaus.xdoclet:xdoclet-plugin-actionscript;org.codehaus.xdoclet;xdoclet-plugin-actionscript
org.codehaus.xdoclet:xdoclet-taglib-plugin;org.codehaus.xdoclet;xdoclet-taglib-plugin
org.codehaus.xdoclet:xdoclet-taglib-qtags;org.codehaus.xdoclet;xdoclet-taglib-qtags
org.codehaus.xdoclet:xdoclet-plugin-qtags;org.codehaus.xdoclet;xdoclet-plugin-qtags
org.codehaus.xdoclet:xdoclet-plugins;org.codehaus.xdoclet;xdoclet-plugins
org.seleniumhq.selenium:selenium-rc-documentation;org.seleniumhq.selenium;selenium-rc-documentation
org.seleniumhq.selenium:selenium-xlator;org.seleniumhq.selenium;selenium-xlator
org.seleniumhq.selenium.client-drivers:selenium-ruby-client-driver;org.seleniumhq.selenium.client-drivers;selenium-ruby-client-driver
org.seleniumhq.selenium.client-drivers:selenium-python-client-driver;org.seleniumhq.selenium.client-drivers;selenium-python-client-driver
org.seleniumhq.selenium.client-drivers:selenium-php-client-driver;org.seleniumhq.selenium.client-drivers;selenium-php-client-driver
org.seleniumhq.selenium.client-drivers:selenium-perl-client-driver;org.seleniumhq.selenium.client-drivers;selenium-perl-client-driver
org.seleniumhq.selenium.client-drivers:selenium-dotnet-client-driver;org.seleniumhq.selenium.client-drivers;selenium-dotnet-client-driver
org.seleniumhq.selenium.client-drivers:selenium-java-testng-helper;org.seleniumhq.selenium.client-drivers;selenium-java-testng-helper
org.sonatype.maven.plugin:emma4it-maven-plugin;org.sonatype.maven.plugin;emma4it-maven-plugin
com.mtvnet.boxspring:test-beandefs-b;com.mtvnet.boxspring;test-beandefs-b
com.mtvnet.boxspring:test-beandefs-a;com.mtvnet.boxspring;test-beandefs-a
com.mtvnet.boxspring:etc;com.mtvnet.boxspring;etc
com.jgoodies:looks;com.jgoodies;looks
org.jboss.marshalling:serialization-jboss;org.jboss.marshalling;serialization-jboss
com.mysema.rdf:rdfbean-docs;com.mysema.rdf;rdfbean-docs
org.nakedobjects:plugins;org.nakedobjects;plugins
org.apache.geronimo.genesis:genesis-maven-plugin;org.apache.geronimo.genesis;genesis-maven-plugin
org.apache.servicemix.servicemix.activemq:org.apache.servicemix.activemq.commands;org.apache.servicemix.servicemix.activemq;org.apache.servicemix.activemq.commands
org.apache.servicemix.servicemix.activemq:org.apache.servicemix.activemq;org.apache.servicemix.servicemix.activemq;org.apache.servicemix.activemq
org.apache.servicemix.servicemix.activemq:activemq;org.apache.servicemix.servicemix.activemq;activemq
org.apache.servicemix.servicemix:apache-servicemix;org.apache.servicemix.servicemix;apache-servicemix
net.sf.hammockmocks:hammock_midp20_cldc11;net.sf.hammockmocks;hammock_midp20_cldc11
net.sf.hammockmocks:hammock_midp20_cldc10;net.sf.hammockmocks;hammock_midp20_cldc10
net.sf.hammockmocks:hammock_midp10_cldc10;net.sf.hammockmocks;hammock_midp10_cldc10
net.sf.hammockmocks:hammock_core_cldc11;net.sf.hammockmocks;hammock_core_cldc11
net.sf.hammockmocks:hammock_core_cldc10;net.sf.hammockmocks;hammock_core_cldc10
net.sf.hammockmocks:hammockmaker;net.sf.hammockmocks;hammockmaker
org.codehaus.sonar.plugins:sonar-plugin-cpd;org.codehaus.sonar.plugins;sonar-plugin-cpd
org.seleniumhq.selenium.tests:selenium-generated-tests;org.seleniumhq.selenium.tests;selenium-generated-tests
org.papoose.plugins:version-maven-plugin;org.papoose.plugins;version-maven-plugin
org.papoose.bootstrap:papoose-root;org.papoose.bootstrap;papoose-root
org.codehaus.fabric3:fabric3-profiles-parent-pom;org.codehaus.fabric3;fabric3-profiles-parent-pom
org.codehaus.fabric3:fabric3-default-webapp-feature;org.codehaus.fabric3;fabric3-default-webapp-feature
org.codehaus.fabric3:fabric3-hibernate-jotm-feature;org.codehaus.fabric3;fabric3-hibernate-jotm-feature
org.codehaus.fabric3:fabric3-hibernate-feature;org.codehaus.fabric3;fabric3-hibernate-feature
org.codehaus.fabric3:fabric3-default-feature;org.codehaus.fabric3;fabric3-default-feature
org.codehaus.fabric3:fabric3-features-parent-pom;org.codehaus.fabric3;fabric3-features-parent-pom
org.codehaus.fabric3.standalone:fabric3-standalone-host;org.codehaus.fabric3.standalone;fabric3-standalone-host
org.codehaus.fabric3.standalone:fabric3-standalone-api;org.codehaus.fabric3.standalone;fabric3-standalone-api
org.codehaus.fabric3:fabric3-test-plugin;org.codehaus.fabric3;fabric3-test-plugin
org.codehaus.fabric3:fabric3-test-runtime;org.codehaus.fabric3;fabric3-test-runtime
org.codehaus.fabric3:fabric3-test-runtime-api;org.codehaus.fabric3;fabric3-test-runtime-api
org.codehaus.fabric3:fabric3-introspection;org.codehaus.fabric3;fabric3-introspection
org.codehaus.fabric3:fabric3-federated-parent-pom;org.codehaus.fabric3;fabric3-federated-parent-pom
org.codehaus.fabric3:fabric3-security-intents;org.codehaus.fabric3;fabric3-security-intents
org.codehaus.fabric3:fabric3-marshal-xstream;org.codehaus.fabric3;fabric3-marshal-xstream
org.codehaus.fabric3:fabric3-loader;org.codehaus.fabric3;fabric3-loader
org.codehaus.fabric3:fabric3-groovy;org.codehaus.fabric3;fabric3-groovy
org.codehaus.fabric3:fabric3-binding-ws-axis2;org.codehaus.fabric3;fabric3-binding-ws-axis2
org.codehaus.xdoclet:maven2-xdoclet2-plugin;org.codehaus.xdoclet;maven2-xdoclet2-plugin
org.apache.juddi:juddi-axis;org.apache.juddi;juddi-axis
org.codehaus.fabric3:fabric3-feature-set-plugin;org.codehaus.fabric3;fabric3-feature-set-plugin
org.jvnet.hudson.plugins:synergy;org.jvnet.hudson.plugins;synergy
com.mysema.maven:maven-version-plugin;com.mysema.maven;maven-version-plugin
org.apache.mina:mina-filter-codec-netty;org.apache.mina;mina-filter-codec-netty
org.parancoe:parancoe-plugin-springsecurity;org.parancoe;parancoe-plugin-springsecurity
org.codehaus.cjcook:pdf-plugin;org.codehaus.cjcook;pdf-plugin
org.codehaus.mojo.unix:unix-handbook;org.codehaus.mojo.unix;unix-handbook
org.codehaus.mojo.unix:unix-pkg;org.codehaus.mojo.unix;unix-pkg
org.codehaus.mojo.unix:unix-dpkg;org.codehaus.mojo.unix;unix-dpkg
org.apache.openejb:xbean-reflect;org.apache.openejb;xbean-reflect
org.apache.openejb:xbean-finder-shaded;org.apache.openejb;xbean-finder-shaded
org.apache.openejb:xbean-asm-shaded;org.apache.openejb;xbean-asm-shaded
org.codehaus.mojo:build-on-demand-maven-plugin;org.codehaus.mojo;build-on-demand-maven-plugin
org.codehaus.mojo:shell-maven-plugin;org.codehaus.mojo;shell-maven-plugin
org.codehaus.mojo:make-maven-plugin;org.codehaus.mojo;make-maven-plugin
org.codehaus.mojo:patch-maven-plugin;org.codehaus.mojo;patch-maven-plugin
org.codehaus.mojo:rpm-cbuild-maven-plugin;org.codehaus.mojo;rpm-cbuild-maven-plugin
org.codehaus.mojo:cbuild-lifecycles;org.codehaus.mojo;cbuild-lifecycles
org.codehaus.mojo:cbuild-plugin-parent;org.codehaus.mojo;cbuild-plugin-parent
org.codehaus.mojo:cbuild-utils;org.codehaus.mojo;cbuild-utils
org.codehaus.mojo:cbuild-tool-parent;org.codehaus.mojo;cbuild-tool-parent
org.codehaus.mojo:cbuild-parent;org.codehaus.mojo;cbuild-parent
org.papoose.osgi:OSGi_R4_v4.1_cmpn_spec;org.papoose.osgi;OSGi_R4_v4.1_cmpn_spec
org.papoose.osgi:OSGi_R4_v4.1_core_spec;org.papoose.osgi;OSGi_R4_v4.1_core_spec
org.codehaus.xdoclet:xdoclet;org.codehaus.xdoclet;xdoclet
org.codehaus.generama:generama;org.codehaus.generama;generama
org.glassfish.embedded:glassfish-embedded-api;org.glassfish.embedded;glassfish-embedded-api
org.glassfish.embedded:embedded;org.glassfish.embedded;embedded
org.glassfish.distributions:appclient;org.glassfish.distributions;appclient
org.glassfish.packager:glassfish-jdbc-gui;org.glassfish.packager;glassfish-jdbc-gui
org.glassfish.packager:glassfish-web-gui;org.glassfish.packager;glassfish-web-gui
org.glassfish.packager:glassfish-codegen;org.glassfish.packager;glassfish-codegen
org.glassfish.packager:glassfish-amx;org.glassfish.packager;glassfish-amx
org.glassfish.packager:glassfish-corba-omgapi;org.glassfish.packager;glassfish-corba-omgapi
org.glassfish.web:osgi-http;org.glassfish.web;osgi-http
org.glassfish.web:webbeans-integration;org.glassfish.web;webbeans-integration
org.apache.continuum:continuum-maven-plugin;org.apache.continuum;continuum-maven-plugin
org.objectweb.think.minus.tools:tools;org.objectweb.think.minus.tools;tools
org.ow2.orchestra:orchestra-build;org.ow2.orchestra;orchestra-build
org.ow2.orchestra:orchestra-felix;org.ow2.orchestra;orchestra-felix
org.ow2.orchestra:orchestra-osgi;org.ow2.orchestra;orchestra-osgi
org.ow2.orchestra:orchestra-tomcat;org.ow2.orchestra;orchestra-tomcat
org.jvnet.hudson:maven2.1-interceptor;org.jvnet.hudson;maven2.1-interceptor
org.asteriskjava:asterisk-java-skin;org.asteriskjava;asterisk-java-skin
org.glassfish.docs:console-common-help;org.glassfish.docs;console-common-help
org.jvnet.hudson:ec2-launcher;org.jvnet.hudson;ec2-launcher
org.jvnet.hudson.plugins:drools;org.jvnet.hudson.plugins;drools
org.apache.tuscany.sca:tuscany-host-android;org.apache.tuscany.sca;tuscany-host-android
org.apache.tuscany.sca:tuscany-binding-feed;org.apache.tuscany.sca;tuscany-binding-feed
org.apache.james:apache-james-mpt-main;org.apache.james;apache-james-mpt-main
org.apache.james:apache-james-mpt-project;org.apache.james;apache-james-mpt-project
org.parancoe:parancoe-plugin-dwr;org.parancoe;parancoe-plugin-dwr
org.codehaus.mojo:failsafe-maven-plugin;org.codehaus.mojo;failsafe-maven-plugin
net.smartlab.web:maven-smartweb-plugin;net.smartlab.web;maven-smartweb-plugin
org.drools:drools-docs-expert;org.drools;drools-docs-expert
org.drools:drools-docs-flow;org.drools;drools-docs-flow
org.drools:drools-docs-fusion;org.drools;drools-docs-fusion
org.drools:drools-docs-guvnor;org.drools;drools-docs-guvnor
org.drools:drools-docs-introduction;org.drools;drools-docs-introduction
org.drools:drools-docs-solver;org.drools;drools-docs-solver
org.drools:drools-eclipse-build;org.drools;drools-eclipse-build
org.drools:drools-examples-drl;org.drools;drools-examples-drl
org.drools:drools-examples-fusion;org.drools;drools-examples-fusion
org.cyberneko.pull:nekopull;org.cyberneko.pull;nekopull
com.samaxes.cachefilter:cachefilter;com.samaxes.cachefilter;cachefilter
ch.rolandschaer.ascrblr:ascrblr;ch.rolandschaer.ascrblr;ascrblr
org.blinkenlights.jid3:JID3;org.blinkenlights.jid3;JID3
org.apache.james:apache-crypto-mailets;org.apache.james;apache-crypto-mailets
net.sf.javamusictag:jid3lib;net.sf.javamusictag;jid3lib
com.canoo.webtest:webtest;com.canoo.webtest;webtest
net.sf.kosmosfs:kfs;net.sf.kosmosfs;kfs
hsqldb:hsqldb;hsqldb;hsqldb
org.jvnet.hudson:sshd;org.jvnet.hudson;sshd
org.jvnet.hudson:sshd-core;org.jvnet.hudson;sshd-core
org.extrema-sistemas.loom:loom-addons;org.extrema-sistemas.loom;loom-addons
org.extrema-sistemas.loom:loom-tests;org.extrema-sistemas.loom;loom-tests
org.extrema-sistemas.loom:loom;org.extrema-sistemas.loom;loom
com.thoughtworks.paranamer:paranamer-more-integration-tests;com.thoughtworks.paranamer;paranamer-more-integration-tests
org.mortbay.jetty:jetty-test-jaas-webapp;org.mortbay.jetty;jetty-test-jaas-webapp
com.hp.hpl.jena:arq-extra;com.hp.hpl.jena;arq-extra
com.hp.hpl.jena:jenatest;com.hp.hpl.jena;jenatest
org.mortbay.jetty:jetty-project;org.mortbay.jetty;jetty-project
org.eclipse.jetty:jetty-test-webapp;org.eclipse.jetty;jetty-test-webapp
org.eclipse.jetty:jetty-embedded-examples;org.eclipse.jetty;jetty-embedded-examples
org.eclipse.jetty:jetty-servlet-tester;org.eclipse.jetty;jetty-servlet-tester
org.nakedobjects.plugins:html-war;org.nakedobjects.plugins;html-war
org.nakedobjects.plugins:html-webapp;org.nakedobjects.plugins;html-webapp
org.nakedobjects.plugins:html-client;org.nakedobjects.plugins;html-client
org.nakedobjects.plugins:html;org.nakedobjects.plugins;html
org.nakedobjects.plugins:dnd-client;org.nakedobjects.plugins;dnd-client
org.nakedobjects:embedded;org.nakedobjects;embedded
org.nakedobjects:headless-viewer;org.nakedobjects;headless-viewer
org.nakedobjects:headless-applib;org.nakedobjects;headless-applib
org.apache.felix:org.apache.felix.upnp.tester;org.apache.felix;org.apache.felix.upnp.tester
org.apache.felix:org.apache.felix.upnp.extra;org.apache.felix;org.apache.felix.upnp.extra
org.nakedobjects.developers:xmldoclet;org.nakedobjects.developers;xmldoclet
org.nakedobjects.developers:code-example-plugin;org.nakedobjects.developers;code-example-plugin
org.nakedobjects.developers:maven;org.nakedobjects.developers;maven
org.ow2.novabpm.admin:novabpm.console;org.ow2.novabpm.admin;novabpm.console
org.ow2.novabpm.admin:exo.bpm.resources;org.ow2.novabpm.admin;exo.bpm.resources
org.ow2.novabpm.admin:exo.bonita.resources;org.ow2.novabpm.admin;exo.bonita.resources
org.ow2.novabpm.admin:bpmportal.bonita;org.ow2.novabpm.admin;bpmportal.bonita
org.ow2.novabpm.admin:bpmportal;org.ow2.novabpm.admin;bpmportal
org.ow2.novabpm.admin:admin-modules-web;org.ow2.novabpm.admin;admin-modules-web
org.ow2.novabpm.admin:orchestra.portlet;org.ow2.novabpm.admin;orchestra.portlet
org.ow2.novabpm.admin:bonita.portlet;org.ow2.novabpm.admin;bonita.portlet
org.ow2.novabpm.admin:admin-modules-portlets;org.ow2.novabpm.admin;admin-modules-portlets
org.ow2.novabpm.admin:org.ow2.novabpm.admin.commons.webui;org.ow2.novabpm.admin;org.ow2.novabpm.admin.commons.webui
