com.github.f1xmAn:jschedule-ds;com.github.f1xmAn;jschedule-ds
org.ikasan:sample-jmsDrivenSrc-parent;org.ikasan;sample-jmsDrivenSrc-parent
org.ikasan:sample-wls-jmsDrivenPriceSrc-ear;org.ikasan;sample-wls-jmsDrivenPriceSrc-ear
org.ikasan:sample-jmsDrivenPriceSrc-ear;org.ikasan;sample-jmsDrivenPriceSrc-ear
org.ikasan:sample-jmsDrivenPriceSrc-war;org.ikasan;sample-jmsDrivenPriceSrc-war
org.ikasan:sample-jmsDrivenPriceSrc;org.ikasan;sample-jmsDrivenPriceSrc
com.github.itsmechlark:android-sliding-menu;com.github.itsmechlark;android-sliding-menu
com.github.itsmechlark.android-sliding-menu:android-sliding-menu;com.github.itsmechlark.android-sliding-menu;android-sliding-menu
com.samskivert:sbt-pom-util;com.samskivert;sbt-pom-util
com.samskivert:pom-util_2.10;com.samskivert;pom-util_2.10
org.scaladci:scaladci_2.10;org.scaladci;scaladci_2.10
com.github.nicosensei:commons-dao;com.github.nicosensei;commons-dao
com.github.nicosensei:commons-bdb;com.github.nicosensei;commons-bdb
com.github.nicosensei:commons-cmd;com.github.nicosensei;commons-cmd
com.github.nicosensei:commons-util;com.github.nicosensei;commons-util
com.github.nicosensei:commons;com.github.nicosensei;commons
com.github.fommil:openssh;com.github.fommil;openssh
com.barchart.feed:barchart-feed-ddf-test;com.barchart.feed;barchart-feed-ddf-test
ca.innovativemedicine:vcflatten_2.10;ca.innovativemedicine;vcflatten_2.10
ca.innovativemedicine:vcfimp-solr_2.10;ca.innovativemedicine;vcfimp-solr_2.10
ca.innovativemedicine:annovcf_2.10;ca.innovativemedicine;annovcf_2.10
ca.innovativemedicine:vcfimp_2.10;ca.innovativemedicine;vcfimp_2.10
ca.pgon:st-test-light;ca.pgon;st-test-light
ca.pgon:st-light7;ca.pgon;st-light7
ca.pgon:st-light6;ca.pgon;st-light6
ca.pgon:st;ca.pgon;st
org.cruxframework:crux-module-app;org.cruxframework;crux-module-app
org.cruxframework:crux-module-container-app;org.cruxframework;crux-module-container-app
org.kuali.maven.plugins:maven-dnsme-plugin;org.kuali.maven.plugins;maven-dnsme-plugin
com.vaushell:superpipes;com.vaushell;superpipes
com.heroku.platform.api:api_2.10;com.heroku.platform.api;api_2.10
com.heroku.platform.api:model-boilerplate-generator_2.10;com.heroku.platform.api;model-boilerplate-generator_2.10
com.heroku.platform.api:json-boilerplate-generator_2.10;com.heroku.platform.api;json-boilerplate-generator_2.10
com.heroku.platform.api:finagle-spray-example_2.10;com.heroku.platform.api;finagle-spray-example_2.10
com.heroku.platform.api:spray-client_2.10;com.heroku.platform.api;spray-client_2.10
com.heroku.platform.api:spray-jackson-example_2.10;com.heroku.platform.api;spray-jackson-example_2.10
com.heroku.platform.api:heroku-scala-project_2.10;com.heroku.platform.api;heroku-scala-project_2.10
fr.assoba.open:perf-core;fr.assoba.open;perf-core
io.generators:generators-core;io.generators;generators-core
io.generators:generators;io.generators;generators
com.github.mttkay.memento:memento-processor;com.github.mttkay.memento;memento-processor
com.github.mttkay.memento:memento;com.github.mttkay.memento;memento
com.github.mttkay.memento:memento-project;com.github.mttkay.memento;memento-project
com.github.phasebash:jsdoc3-maven-plugin;com.github.phasebash;jsdoc3-maven-plugin
com.github.phasebash:jsdoc3-rhino;com.github.phasebash;jsdoc3-rhino
com.github.phasebash:jsdoc3;com.github.phasebash;jsdoc3
com.github.tototoshi:scala-csv_2.9.3;com.github.tototoshi;scala-csv_2.9.3
com.github.tototoshi:scala-csv_2.9.2;com.github.tototoshi;scala-csv_2.9.2
com.github.tototoshi:scala-csv_2.9.1;com.github.tototoshi;scala-csv_2.9.1
com.github.techisfun:android-color-picker;com.github.techisfun;android-color-picker
nz.co.aetheric.maven:parent-fragment;nz.co.aetheric.maven;parent-fragment
nz.co.aetheric.maven:composite-jawr;nz.co.aetheric.maven;composite-jawr
nz.co.aetheric.maven:composite-logging;nz.co.aetheric.maven;composite-logging
org.anarres.gradle:gradle-jcpp-plugin;org.anarres.gradle;gradle-jcpp-plugin
org.springframework.plugin:spring-plugin-integration;org.springframework.plugin;spring-plugin-integration
com.luhuiguo:chinese-utils;com.luhuiguo;chinese-utils
net.sf.layoutparser:layoutParser;net.sf.layoutparser;layoutParser
com.github.jfno:sqlBuilder;com.github.jfno;sqlBuilder
org.apache.mahout:mahout-math-scala;org.apache.mahout;mahout-math-scala
net.anotheria:idbasedlock;net.anotheria;idbasedlock
org.moxiemocks:moxie;org.moxiemocks;moxie
com.sksamuel.gwt:gwt-websockets;com.sksamuel.gwt;gwt-websockets
it.sephiroth.android.library.picasso:picasso-sample;it.sephiroth.android.library.picasso;picasso-sample
net.sf.javaanpr:javaanpr;net.sf.javaanpr;javaanpr
com.github.misberner.ap-commons:ap-commons;com.github.misberner.ap-commons;ap-commons
com.typesafe:scalalogging-log4j_2.10;com.typesafe;scalalogging-log4j_2.10
com.typesafe:scalalogging-slf4j_2.10;com.typesafe;scalalogging-slf4j_2.10
com.github.nscala-time:nscala-time_2.11.0-M8;com.github.nscala-time;nscala-time_2.11.0-M8
org.jvnet.ws.wadl:wadl-dist;org.jvnet.ws.wadl;wadl-dist
org.jvnet.ws.wadl:wadl-cmdline;org.jvnet.ws.wadl;wadl-cmdline
org.jvnet.ws.wadl:wadl-ant;org.jvnet.ws.wadl;wadl-ant
org.jvnet.ws.wadl:wadl-client-plugin;org.jvnet.ws.wadl;wadl-client-plugin
org.jvnet.ws.wadl:wadl-core;org.jvnet.ws.wadl;wadl-core
org.jvnet.ws.wadl:wadl-xslt;org.jvnet.ws.wadl;wadl-xslt
org.jvnet.ws.wadl:wadl;org.jvnet.ws.wadl;wadl
com.imminentmeals:prestige;com.imminentmeals;prestige
org.opendaylight.affinity:flatl2.northbound;org.opendaylight.affinity;flatl2.northbound
org.opendaylight.affinity:flatl2;org.opendaylight.affinity;flatl2
org.opendaylight.affinity:analytics.northbound;org.opendaylight.affinity;analytics.northbound
org.opendaylight.affinity:analytics.integrationtest;org.opendaylight.affinity;analytics.integrationtest
org.opendaylight.affinity:analytics.implementation;org.opendaylight.affinity;analytics.implementation
org.opendaylight.affinity:analytics;org.opendaylight.affinity;analytics
org.opendaylight.affinity:affinity.northbound;org.opendaylight.affinity;affinity.northbound
org.opendaylight.affinity:affinity.integrationtest;org.opendaylight.affinity;affinity.integrationtest
org.opendaylight.affinity:affinity.implementation;org.opendaylight.affinity;affinity.implementation
org.opendaylight.affinity:l2agent;org.opendaylight.affinity;l2agent
org.opendaylight.affinity:affinity;org.opendaylight.affinity;affinity
org.opendaylight.affinity:affinityParent;org.opendaylight.affinity;affinityParent
org.opendaylight.opendove:odmc.rest.southbound;org.opendaylight.opendove;odmc.rest.southbound
org.opendaylight.opendove:releasepom;org.opendaylight.opendove;releasepom
org.opendaylight.opendove:odmc.rest.northbound;org.opendaylight.opendove;odmc.rest.northbound
org.opendaylight.opendove:odmc.implementation;org.opendaylight.opendove;odmc.implementation
org.opendaylight.opendove:odmc.rest;org.opendaylight.opendove;odmc.rest
org.opendaylight.opendove:odmc;org.opendaylight.opendove;odmc
org.opendaylight.opendove:parent;org.opendaylight.opendove;parent
org.opendaylight.ovsdb:ovsdb.project;org.opendaylight.ovsdb;ovsdb.project
org.opendaylight.ovsdb:ovsdb.neutron;org.opendaylight.ovsdb;ovsdb.neutron
org.opendaylight.ovsdb:ovsdb.northbound;org.opendaylight.ovsdb;ovsdb.northbound
org.opendaylight.ovsdb:commons.ovsdb;org.opendaylight.ovsdb;commons.ovsdb
org.specs2:specs2-html_2.11.0-M8;org.specs2;specs2-html_2.11.0-M8
org.specs2:specs2-gwt_2.11.0-M8;org.specs2;specs2-gwt_2.11.0-M8
org.specs2:specs2-form_2.11.0-M8;org.specs2;specs2-form_2.11.0-M8
org.specs2:specs2-matcher-extra_2.11.0-M8;org.specs2;specs2-matcher-extra_2.11.0-M8
org.specs2:specs2-markdown_2.11.0-M8;org.specs2;specs2-markdown_2.11.0-M8
org.specs2:specs2-scalacheck_2.11.0-M8;org.specs2;specs2-scalacheck_2.11.0-M8
org.specs2:specs2-mock_2.11.0-M8;org.specs2;specs2-mock_2.11.0-M8
org.specs2:specs2-junit_2.11.0-M8;org.specs2;specs2-junit_2.11.0-M8
org.specs2:specs2-core_2.11.0-M8;org.specs2;specs2-core_2.11.0-M8
org.specs2:specs2-analysis_2.11.0-M8;org.specs2;specs2-analysis_2.11.0-M8
org.specs2:specs2_2.11.0-M8;org.specs2;specs2_2.11.0-M8
org.specs2:specs2-matcher_2.11.0-M8;org.specs2;specs2-matcher_2.11.0-M8
org.specs2:specs2-common_2.11.0-M8;org.specs2;specs2-common_2.11.0-M8
org.opendaylight.bgpcep:programming-impl-config;org.opendaylight.bgpcep;programming-impl-config
org.opendaylight.bgpcep:pcep-tunnel-provider-config;org.opendaylight.bgpcep;pcep-tunnel-provider-config
org.opendaylight.bgpcep:pcep-topology-provider-config;org.opendaylight.bgpcep;pcep-topology-provider-config
org.opendaylight.bgpcep:programming-spi-config;org.opendaylight.bgpcep;programming-spi-config
org.opendaylight.bgpcep:pcep-impl-config;org.opendaylight.bgpcep;pcep-impl-config
org.opendaylight.bgpcep:pcep-spi-config;org.opendaylight.bgpcep;pcep-spi-config
org.opendaylight.bgpcep:pcep-api-config;org.opendaylight.bgpcep;pcep-api-config
org.opendaylight.bgpcep:bgp-update-mock-config;org.opendaylight.bgpcep;bgp-update-mock-config
org.opendaylight.bgpcep:bgp-topology-provider-config;org.opendaylight.bgpcep;bgp-topology-provider-config
org.opendaylight.bgpcep:topology-api-config;org.opendaylight.bgpcep;topology-api-config
org.opendaylight.bgpcep:bgp-rib-impl-config;org.opendaylight.bgpcep;bgp-rib-impl-config
org.opendaylight.bgpcep:bgp-update-api-config;org.opendaylight.bgpcep;bgp-update-api-config
org.opendaylight.bgpcep:bgp-rib-api-config;org.opendaylight.bgpcep;bgp-rib-api-config
org.opendaylight.bgpcep:bgp-linkstate-config;org.opendaylight.bgpcep;bgp-linkstate-config
org.opendaylight.bgpcep:bgp-parser-spi-config;org.opendaylight.bgpcep;bgp-parser-spi-config
org.opendaylight.bgpcep:bgp-rib-spi-config;org.opendaylight.bgpcep;bgp-rib-spi-config
com.mobprofs:retrofit-simplexmlconverter;com.mobprofs;retrofit-simplexmlconverter
com.googlecode.gazpacho-examples:patterns-methodTemplate;com.googlecode.gazpacho-examples;patterns-methodTemplate
org.scalaz:scalaz-iterv_2.11.0-M8;org.scalaz;scalaz-iterv_2.11.0-M8
org.opendaylight.controller:inventory-topology-compatibility;org.opendaylight.controller;inventory-topology-compatibility
org.opendaylight.controller:config-persister-directory-autodetect-adapter;org.opendaylight.controller;config-persister-directory-autodetect-adapter
org.opendaylight.controller:config-persister-directory-adapter;org.opendaylight.controller;config-persister-directory-adapter
org.opendaylight.controller:config-persister-file-adapter;org.opendaylight.controller;config-persister-file-adapter
org.opendaylight.controller:flow-management-compatibility;org.opendaylight.controller;flow-management-compatibility
org.opendaylight.controller.model:model-flow-management;org.opendaylight.controller.model;model-flow-management
org.opendaylight.controller:yang-store-impl;org.opendaylight.controller;yang-store-impl
org.opendaylight.controller:yang-store-api;org.opendaylight.controller;yang-store-api
com.jontodd:airline;com.jontodd;airline
com.clearnlp:clearnlp;com.clearnlp;clearnlp
org.sonatype.oss:oss-parent;org.sonatype.oss;oss-parent
com.optersoft:os-build-1555225206;com.optersoft;os-build
com.cocosw:library;com.cocosw;library
eu.scape-project.nanite:nanite-ext;eu.scape-project.nanite;nanite-ext
com.esotericsoftware.reflectasm:reflectasm;com.esotericsoftware.reflectasm;reflectasm
net.sandrogrzicic:scalabuff-compiler_2.11.0-M7;net.sandrogrzicic;scalabuff-compiler_2.11.0-M7
net.sandrogrzicic:scalabuff-runtime_2.11.0-M7;net.sandrogrzicic;scalabuff-runtime_2.11.0-M7
com.joanzapata.utils:string-format;com.joanzapata.utils;string-format
org.bsc.maven:maven-confluence-reporting-plugin;org.bsc.maven;maven-confluence-reporting-plugin
com.github.skwakman.nodejs-maven-plugin:nodejs-maven-plugin;com.github.skwakman.nodejs-maven-plugin;nodejs-maven-plugin
com.github.skwakman.nodejs-maven-plugin:nodejs-maven-plugin-parent;com.github.skwakman.nodejs-maven-plugin;nodejs-maven-plugin-parent
com.github.skwakman.nodejs-maven-binaries:nodejs-maven-binaries;com.github.skwakman.nodejs-maven-binaries;nodejs-maven-binaries
com.github.gwtbootstrap:gwt-bootstrap;com.github.gwtbootstrap;gwt-bootstrap
io.github.flowersinthesand:wes-play2;io.github.flowersinthesand;wes-play2
io.github.flowersinthesand:wes-vertx2;io.github.flowersinthesand;wes-vertx2
io.github.flowersinthesand:wes-jwa1;io.github.flowersinthesand;wes-jwa1
io.github.flowersinthesand:wes-servlet3;io.github.flowersinthesand;wes-servlet3
io.github.flowersinthesand:wes-atmosphere2;io.github.flowersinthesand;wes-atmosphere2
io.github.flowersinthesand:wes-test;io.github.flowersinthesand;wes-test
io.github.flowersinthesand:wes;io.github.flowersinthesand;wes
io.github.flowersinthesand:wes-parent;io.github.flowersinthesand;wes-parent
com.github.aselab:squeryl_2.9.1;com.github.aselab;squeryl_2.9.1
com.github.aselab:squeryl_2.9.2;com.github.aselab;squeryl_2.9.2
com.github.aselab:squeryl_2.10;com.github.aselab;squeryl_2.10
io.libraft:kayvee;io.libraft;kayvee
io.libraft:libraft-core;io.libraft;libraft-core
io.libraft:libraft-agent;io.libraft;libraft-agent
com.github.rholder:gradle-one-jar;com.github.rholder;gradle-one-jar
org.brianmckenna:wartremover_2.10.2;org.brianmckenna;wartremover_2.10.2
com.chaschev:bear;com.chaschev;bear
com.javax0:immutator;com.javax0;immutator
com.edugility:liquibase-maven-plugin;com.edugility;liquibase-maven-plugin
com.javax0:djcproxy;com.javax0;djcproxy
com.javax0:jscglib;com.javax0;jscglib
de.saxsys.synchronizefx:netty-websocket-transmitter;de.saxsys.synchronizefx;netty-websocket-transmitter
pl.wavesoftware:preferences-hiera;pl.wavesoftware;preferences-hiera
org.webjars:typeahead.js;org.webjars;typeahead.js
me.lachlanap.config:config;me.lachlanap.config;config
io.github.mkhanal:quickocm;io.github.mkhanal;quickocm
com.github.xuwei-k:nobox_2.11.0-M8;com.github.xuwei-k;nobox_2.11.0-M8
com.github.cloudfoundry-community:loggregator;com.github.cloudfoundry-community;loggregator
org.cruxframework:crux-module-app-container-archetype;org.cruxframework;crux-module-app-container-archetype
org.cruxframework:crux-module-app-archetype;org.cruxframework;crux-module-app-archetype
com.homeaway:oss-parent;com.homeaway;oss-parent
org.jboss.forge:forge-javadoc;org.jboss.forge;forge-javadoc
org.jboss.forge:forge-tracking;org.jboss.forge;forge-tracking
org.jboss.forge:forge-plugin-loader;org.jboss.forge;forge-plugin-loader
org.jboss.forge:forge-scaffoldx-faces;org.jboss.forge;forge-scaffoldx-faces
org.jboss.forge:forge-scaffold-faces;org.jboss.forge;forge-scaffold-faces
org.jboss.forge:forge-scaffoldx-plugins;org.jboss.forge;forge-scaffoldx-plugins
org.jboss.forge:forge-dev-plugins;org.jboss.forge;forge-dev-plugins
io.github.benas:easyrules-samples;io.github.benas;easyrules-samples
io.github.benas:easyrules-core;io.github.benas;easyrules-core
org.jboss.forge:forge-scaffoldx-api;org.jboss.forge;forge-scaffoldx-api
io.github.benas:easyrules;io.github.benas;easyrules
org.jboss.forge:forge-scaffold-plugins;org.jboss.forge;forge-scaffold-plugins
org.jboss.forge:forge-scaffold-api;org.jboss.forge;forge-scaffold-api
org.jboss.forge:forge-javaee-impl;org.jboss.forge;forge-javaee-impl
org.jboss.forge:forge-javaee-api;org.jboss.forge;forge-javaee-api
org.jboss.forge:forge-test-harness-web;org.jboss.forge;forge-test-harness-web
org.jboss.forge:forge-project-model-maven-tests;org.jboss.forge;forge-project-model-maven-tests
org.jboss.forge:forge-git-tools-tests;org.jboss.forge;forge-git-tools-tests
org.jboss.forge:forge-shell;org.jboss.forge;forge-shell
org.jboss.forge:forge-parser-java;org.jboss.forge;forge-parser-java
org.jboss.forge:forge-project-model-maven;org.jboss.forge;forge-project-model-maven
org.jboss.forge:forge-git-tools;org.jboss.forge;forge-git-tools
org.jboss.forge:forge-maven-api;org.jboss.forge;forge-maven-api
org.jboss.forge:forge-shell-api;org.jboss.forge;forge-shell-api
org.jboss.forge:forge-parser-java-api;org.jboss.forge;forge-parser-java-api
org.jboss.forge:forge-event-bus;org.jboss.forge;forge-event-bus
com.cloudhopper:ch-commons-charset;com.cloudhopper;ch-commons-charset
de.agilecoders.wicket:wicket-akka;de.agilecoders.wicket;wicket-akka
de.agilecoders.wicket:wicket-akka-parent;de.agilecoders.wicket;wicket-akka-parent
com.sqality.scct:sbt-scct-1555225206;com.sqality.scct;sbt-scct
org.cruxframework:crux-themes;org.cruxframework;crux-themes
org.cruxframework:crux-gadgets-runtime;org.cruxframework;crux-gadgets-runtime
org.cruxframework:crux-gadgets;org.cruxframework;crux-gadgets
com.hermit-reasoner:org.semanticweb.hermit;com.hermit-reasoner;org.semanticweb.hermit
com.sqality.scct:scct_2.11.0-M7;com.sqality.scct;scct_2.11.0-M7
com.sqality.scct:scct_2.10;com.sqality.scct;scct_2.10
com.newmainsoftech.eatestutil:ejbtestutil;com.newmainsoftech.eatestutil;ejbtestutil
org.sbuild:org.sbuild.plugins.mavendeploy;org.sbuild;org.sbuild.plugins.mavendeploy
com.newmainsoftech.eatestutil.containerconfig:glassfishconfig;com.newmainsoftech.eatestutil.containerconfig;glassfishconfig
net.disy.legato.dist:legato-dist-full;net.disy.legato.dist;legato-dist-full
net.disy.legato.dist:legato-dist-wps;net.disy.legato.dist;legato-dist-wps
net.disy.legato.dist:legato-dist-core;net.disy.legato.dist;legato-dist-core
net.disy.legato.dist:legato-dist-sample-tenminutes;net.disy.legato.dist;legato-dist-sample-tenminutes
net.disy.legato.dist:legato-dist-samples;net.disy.legato.dist;legato-dist-samples
net.disy.legato.dist:legato-dist-parent;net.disy.legato.dist;legato-dist-parent
com.github.eluleci:library;com.github.eluleci;library
com.newmainsoftech.eatestutil:containerconfig;com.newmainsoftech.eatestutil;containerconfig
ru.dmerkushov:ssh-helper;ru.dmerkushov;ssh-helper
com.buschmais.jqassistant.test:jqassistant.test.javaee6.ui;com.buschmais.jqassistant.test;jqassistant.test.javaee6.ui
com.buschmais.jqassistant.test:jqassistant.test.javaee6.backend;com.buschmais.jqassistant.test;jqassistant.test.javaee6.backend
com.buschmais.jqassistant.test:jqassistant.test.javaee6;com.buschmais.jqassistant.test;jqassistant.test.javaee6
com.buschmais.jqassistant.test:jqassistant.test;com.buschmais.jqassistant.test;jqassistant.test
com.buschmais.jqassistant.maven:jqassistant-maven-plugin;com.buschmais.jqassistant.maven;jqassistant-maven-plugin
com.buschmais.jqassistant.maven:jqassistant.maven;com.buschmais.jqassistant.maven;jqassistant.maven
com.github.ehc.tools:DroidCommons;com.github.ehc.tools;DroidCommons
com.buschmais.jqassistant.core:jqassistant.core.pluginmanager;com.buschmais.jqassistant.core;jqassistant.core.pluginmanager
edu.gatech.gtri.orafile:orafile;edu.gatech.gtri.orafile;orafile
org.codeswarm:orafile;org.codeswarm;orafile
org.codehaus.sonar-plugins.l10n:sonar-l10n-zh-plugin;org.codehaus.sonar-plugins.l10n;sonar-l10n-zh-plugin
org.cogchar:org.cogchar.bundle.bind.robokind;org.cogchar;org.cogchar.bundle.bind.robokind
org.masukomi:aspirin;org.masukomi;aspirin
com.guerwan:transitionbackport;com.guerwan;transitionbackport
org.specs2:specs2-html_2.11.0-M7;org.specs2;specs2-html_2.11.0-M7
org.specs2:specs2-form_2.11.0-M7;org.specs2;specs2-form_2.11.0-M7
org.specs2:specs2-markdown_2.11.0-M7;org.specs2;specs2-markdown_2.11.0-M7
