com.w2v4:vertx-lang-clojure-parent;com.w2v4;vertx-lang-clojure-parent
ca.eandb.jdcp:jdcp-worker-app;ca.eandb.jdcp;jdcp-worker-app
ca.eandb.jdcp:jdcp-server-app;ca.eandb.jdcp;jdcp-server-app
ca.eandb.jdcp:jdcp-console;ca.eandb.jdcp;jdcp-console
ca.eandb.jdcp:jdcp-server;ca.eandb.jdcp;jdcp-server
ca.eandb.jdcp:jdcp-worker;ca.eandb.jdcp;jdcp-worker
ca.eandb.jdcp:jdcp-core;ca.eandb.jdcp;jdcp-core
ca.eandb.jdcp:jdcp;ca.eandb.jdcp;jdcp
ca.eandb.util:eandb-util;ca.eandb.util;eandb-util
me.jaimegarza:syntax;me.jaimegarza;syntax
com.github.ValerioLeite:currencyedittext;com.github.ValerioLeite;currencyedittext
org.webjars.npm:pixrem;org.webjars.npm;pixrem
org.webjars.npm:postcss-custom-media;org.webjars.npm;postcss-custom-media
org.webjars.npm:spritify;org.webjars.npm;spritify
me.tonyrice.oss:jsync.io;me.tonyrice.oss;jsync.io
org.tros:docking-frames-common;org.tros;docking-frames-common
org.tros:docking-frames-core;org.tros;docking-frames-core
org.tros:docking-frames-base;org.tros;docking-frames-base
io.github.xmcda-modular:jaxb;io.github.xmcda-modular;jaxb
com.soebes.maven.plugins:multienv-maven-plugin;com.soebes.maven.plugins;multienv-maven-plugin
cn.zkdcloud:weChat;cn.zkdcloud;weChat
cn.zkdcloud:common;cn.zkdcloud;common
com.kenticocloud:cloud-generators-gradle;com.kenticocloud;cloud-generators-gradle
com.kenticocloud:cloud-generator-core;com.kenticocloud;cloud-generator-core
org.webjars.npm:vue-stomp;org.webjars.npm;vue-stomp
org.apache.tiles:tiles-test;org.apache.tiles;tiles-test
org.apache.tiles:tiles-test-db;org.apache.tiles;tiles-test-db
net.java.truelicense:truelicense-maven-archetype;net.java.truelicense;truelicense-maven-archetype
org.apache.tiles:tiles-test-alt;org.apache.tiles;tiles-test-alt
net.java.truelicense:truelicense-jsf;net.java.truelicense;truelicense-jsf
org.apache.tiles:tiles-test-common;org.apache.tiles;tiles-test-common
net.java.truelicense:truelicense-swing;net.java.truelicense;truelicense-swing
org.apache.tiles:tiles-test-pom;org.apache.tiles;tiles-test-pom
net.java.truelicense:truelicense-ui;net.java.truelicense;truelicense-ui
org.apache.tiles:tiles-extras;org.apache.tiles;tiles-extras
net.java.truelicense:truelicense-json;net.java.truelicense;truelicense-json
net.java.truelicense:truelicense-jax-rs;net.java.truelicense;truelicense-jax-rs
org.apache.tiles:tiles-compat;org.apache.tiles;tiles-compat
net.java.truelicense:truelicense-core;net.java.truelicense;truelicense-core
org.apache.tiles:tiles-ognl;org.apache.tiles;tiles-ognl
org.apache.tiles:tiles-mvel;org.apache.tiles;tiles-mvel
org.apache.tiles:tiles-el;org.apache.tiles;tiles-el
org.apache.tiles:tiles-velocity;org.apache.tiles;tiles-velocity
org.apache.tiles:tiles-freemarker;org.apache.tiles;tiles-freemarker
org.apache.tiles:tiles-jsp;org.apache.tiles;tiles-jsp
org.apache.tiles:tiles-servlet;org.apache.tiles;tiles-servlet
org.apache.tiles:tiles-template;org.apache.tiles;tiles-template
org.apache.tiles:tiles-core;org.apache.tiles;tiles-core
org.apache.tiles:tiles-api;org.apache.tiles;tiles-api
org.apache.tiles:tiles-parent;org.apache.tiles;tiles-parent
com.ciscospark:androidsdk;com.ciscospark;androidsdk
com.cisco.spark.android:common-lib;com.cisco.spark.android;common-lib
com.webex:wme4android-release;com.webex;wme4android-release
io.muoncore:muon-core;io.muoncore;muon-core
com.github.shiver-me-timbers:smt-parent;com.github.shiver-me-timbers;smt-parent
net.wessendorf.kafka:kafka-cdi-extension;net.wessendorf.kafka;kafka-cdi-extension
com.lieuu:fetcher-framework;com.lieuu;fetcher-framework
com.wf2311:spring-boot-starter-java8-time;com.wf2311;spring-boot-starter-java8-time
io.swagger:swagger-parser;io.swagger;swagger-parser
io.swagger:swagger-parser-v3;io.swagger;swagger-parser-v3
io.swagger:swagger-parser-v2-converter;io.swagger;swagger-parser-v2-converter
io.swagger:swagger-parser-core;io.swagger;swagger-parser-core
io.swagger:swagger-parser-v2;io.swagger;swagger-parser-v2
io.swagger:swagger-parser-project;io.swagger;swagger-parser-project
com.aol.simplereact:cyclops-react;com.aol.simplereact;cyclops-react
tech.huffman.re-retrying:re-retrying;tech.huffman.re-retrying;re-retrying
edu.uci.qa:performancedriver;edu.uci.qa;performancedriver
de.comhix.commons:jetty-base;de.comhix.commons;jetty-base
de.comhix.commons:jetty-interfaces;de.comhix.commons;jetty-interfaces
org.webjars.npm:nashorn-polyfill;org.webjars.npm;nashorn-polyfill
io.swagger:swagger-jaxrs2;io.swagger;swagger-jaxrs2
io.swagger:swagger-integration;io.swagger;swagger-integration
io.swagger:swagger-core;io.swagger;swagger-core
io.swagger:swagger-models;io.swagger;swagger-models
io.swagger:swagger-annotations;io.swagger;swagger-annotations
io.swagger:swagger-project;io.swagger;swagger-project
pl.charmas.android:android-reactive-location;pl.charmas.android;android-reactive-location
com.badlogicgames.gdxpay:gdx-pay-gwt-googlewallet;com.badlogicgames.gdxpay;gdx-pay-gwt-googlewallet
com.badlogicgames.gdxpay:gdx-pay-desktop-apple;com.badlogicgames.gdxpay;gdx-pay-desktop-apple
com.badlogicgames.gdxpay:gdx-pay-android-ouya;com.badlogicgames.gdxpay;gdx-pay-android-ouya
com.badlogicgames.gdxpay:gdx-pay-android-openiab;com.badlogicgames.gdxpay;gdx-pay-android-openiab
org.jboss.weld.vertx:weld-vertx-doc;org.jboss.weld.vertx;weld-vertx-doc
org.jboss.weld.vertx:weld-vertx-probe;org.jboss.weld.vertx;weld-vertx-probe
org.jboss.weld.vertx:weld-vertx-service-proxy;org.jboss.weld.vertx;weld-vertx-service-proxy
org.jboss.weld.vertx:weld-vertx-web;org.jboss.weld.vertx;weld-vertx-web
org.jboss.weld.vertx:weld-vertx-core;org.jboss.weld.vertx;weld-vertx-core
org.jboss.weld.vertx:weld-vertx-parent;org.jboss.weld.vertx;weld-vertx-parent
com.github.dekoservidoni:omfm;com.github.dekoservidoni;omfm
com.github.peymanfarajnezhad:internetconnection;com.github.peymanfarajnezhad;internetconnection
com.github.jcustenborder.kafka.connect:kafka-connect-servlet;com.github.jcustenborder.kafka.connect;kafka-connect-servlet
net.java.truelicense:truelicense-maven-plugin;net.java.truelicense;truelicense-maven-plugin
net.java.truelicense:truelicense-obfuscate;net.java.truelicense;truelicense-obfuscate
net.java.truelicense:truelicense;net.java.truelicense;truelicense
com.yoyonewbie.android.lib:reportsdklib;com.yoyonewbie.android.lib;reportsdklib
nl.future-edge.docker:docker-maven-plugin-it;nl.future-edge.docker;docker-maven-plugin-it
nl.future-edge.docker:docker-support;nl.future-edge.docker;docker-support
nl.future-edge.docker:docker-maven-plugin;nl.future-edge.docker;docker-maven-plugin
nl.future-edge.docker:docker;nl.future-edge.docker;docker
nl.future-edge.docker:docker-maven-plugin-it-project;nl.future-edge.docker;docker-maven-plugin-it-project
nl.future-edge.docker:docker-maven-plugin-it-configuration;nl.future-edge.docker;docker-maven-plugin-it-configuration
org.mobicents.resources:restcomm-slee-ra-jdbc-docs-sources-restcomm;org.mobicents.resources;restcomm-slee-ra-jdbc-docs-sources-restcomm
org.mobicents.resources:restcomm-slee-ra-jdbc-release;org.mobicents.resources;restcomm-slee-ra-jdbc-release
org.mobicents.servers.jainslee.jdbc:restcomm-slee-jdbc;org.mobicents.servers.jainslee.jdbc;restcomm-slee-jdbc
org.mobicents.resources:restcomm-slee-ra-jdbc-DU;org.mobicents.resources;restcomm-slee-ra-jdbc-DU
org.mobicents.resources:restcomm-slee-ra-jdbc-library;org.mobicents.resources;restcomm-slee-ra-jdbc-library
org.mobicents.resources:restcomm-slee-ra-jdbc-ratype;org.mobicents.resources;restcomm-slee-ra-jdbc-ratype
org.mobicents.resources:restcomm-slee-ra-jdbc;org.mobicents.resources;restcomm-slee-ra-jdbc
org.mobicents.resources:restcomm-slee-ra-jdbc-docs;org.mobicents.resources;restcomm-slee-ra-jdbc-docs
org.mobicents.resources:restcomm-slee-ra-jdbc-docs-jdocbook-restcomm;org.mobicents.resources;restcomm-slee-ra-jdbc-docs-jdocbook-restcomm
org.mobicents.resources:restcomm-slee-ra-jdbc-docs-sources;org.mobicents.resources;restcomm-slee-ra-jdbc-docs-sources
org.mobicents.resources:restcomm-slee-ra-jdbc-ra;org.mobicents.resources;restcomm-slee-ra-jdbc-ra
org.mobicents.resources:restcomm-slee-ra-jdbc-events;org.mobicents.resources;restcomm-slee-ra-jdbc-events
com.madgag:bfg-library_2.11;com.madgag;bfg-library_2.11
com.madgag:bfg-test_2.11;com.madgag;bfg-test_2.11
cn.payingcloud:payease-java;cn.payingcloud;payease-java
org.webjars.npm:github-com-esvit-ng-table;org.webjars.npm;github-com-esvit-ng-table
com.holidaycheck:amqp-akka-streams_2.12;com.holidaycheck;amqp-akka-streams_2.12
com.holidaycheck:amqp-akka-streams_2.11;com.holidaycheck;amqp-akka-streams_2.11
com.github.sebruck:scalatest-embedded-redis_2.11;com.github.sebruck;scalatest-embedded-redis_2.11
com.github.littlenewbie:mybatis-jpa;com.github.littlenewbie;mybatis-jpa
org.webjars.npm:github-com-froala-angular-froala;org.webjars.npm;github-com-froala-angular-froala
org.webjars.bower:github-com-froala-angular-froala;org.webjars.bower;github-com-froala-angular-froala
com.alibaba:p3c-pmd;com.alibaba;p3c-pmd
com.github.msimw:retrofit2-spring;com.github.msimw;retrofit2-spring
com.antoineguay:nbawrapper;com.antoineguay;nbawrapper
com.opentable.components:otj-data-structures;com.opentable.components;otj-data-structures
com.github.vkorchik:qualitet-utils_2.10;com.github.vkorchik;qualitet-utils_2.10
com.meltmedia.jgroups:jgroups-aws;com.meltmedia.jgroups;jgroups-aws
com.swiftelan:rafter;com.swiftelan;rafter
org.webjars.bower:cytoscape-edge-bend-editing;org.webjars.bower;cytoscape-edge-bend-editing
com.dell.isg.smi:commons-model;com.dell.isg.smi;commons-model
org.webjars.npm:cytoscape-canvas;org.webjars.npm;cytoscape-canvas
com.liferay:com.liferay.portal.osgi.web.jasper.plugins;com.liferay;com.liferay.portal.osgi.web.jasper.plugins
org.webjars.bower:cytoscape-view-utilities;org.webjars.bower;cytoscape-view-utilities
com.timotta:xclimf-spark;com.timotta;xclimf-spark
com.github.lpezet.antiope:antiope-core;com.github.lpezet.antiope;antiope-core
com.github.lpezet.antiope:parent;com.github.lpezet.antiope;parent
com.github.lpezet.java:bufferediterator;com.github.lpezet.java;bufferediterator
com.github.lpezet.java:patterns;com.github.lpezet.java;patterns
com.github.lpezet.java:parent;com.github.lpezet.java;parent
org.webjars.npm:ng2-split-pane;org.webjars.npm;ng2-split-pane
org.mobicents.ussd:parent;org.mobicents.ussd;parent
org.mobicents.ussd.docs:restcomm-ussd-docs;org.mobicents.ussd.docs;restcomm-ussd-docs
org.mobicents.ussd.docs.installguide:restcomm-ussd-installguide-sources-asciidoc;org.mobicents.ussd.docs.installguide;restcomm-ussd-installguide-sources-asciidoc
org.mobicents.ussd:tools;org.mobicents.ussd;tools
org.mobicents.ussd.docs.adminguide:restcomm-ussd-adminguide;org.mobicents.ussd.docs.adminguide;restcomm-ussd-adminguide
org.mobicents.ussd.management:ussd-ui-management;org.mobicents.ussd.management;ussd-ui-management
org.mobicents.ussd:sbbs;org.mobicents.ussd;sbbs
org.mobicents.ussd:bootstrap;org.mobicents.ussd;bootstrap
org.mobicents.ussd:core;org.mobicents.ussd;core
org.mobicents.ussd:http-simulator;org.mobicents.ussd;http-simulator
org.mobicents.ussd:http-simulator-parent;org.mobicents.ussd;http-simulator-parent
org.mobicents.ussd:test-mapmodule;org.mobicents.ussd;test-mapmodule
org.mobicents.ussd:domain;org.mobicents.ussd;domain
org.mobicents.ussd.docs.adminguide:restcomm-ussd-adminguide-sources-asciidoc;org.mobicents.ussd.docs.adminguide;restcomm-ussd-adminguide-sources-asciidoc
org.mobicents.ussd.docs.installguide:restcomm-ussd-installguide;org.mobicents.ussd.docs.installguide;restcomm-ussd-installguide
org.mobicents.ussd.examples:http-push-example;org.mobicents.ussd.examples;http-push-example
org.mobicents.ussd:library;org.mobicents.ussd;library
org.mobicents.ussd:test;org.mobicents.ussd;test
org.mobicents.ussd:ussd-cli;org.mobicents.ussd;ussd-cli
org.mobicents.ussd.examples:sip-example;org.mobicents.ussd.examples;sip-example
org.mobicents.ussd.examples:http-example;org.mobicents.ussd.examples;http-example
org.mobicents.ussd.examples:parent;org.mobicents.ussd.examples;parent
org.mobicents.ussd:test-bootstrap;org.mobicents.ussd;test-bootstrap
org.mobicents.ussd:xml;org.mobicents.ussd;xml
org.mobicents.ussd:services-DU;org.mobicents.ussd;services-DU
org.mobicents.ussd:slee;org.mobicents.ussd;slee
com.github.yracnet.maven:fragment-maven-plugin;com.github.yracnet.maven;fragment-maven-plugin
ch.rasc:wamp2spring;ch.rasc;wamp2spring
org.webjars.npm:github-com-wannabegeek-ng2-split-pane;org.webjars.npm;github-com-wannabegeek-ng2-split-pane
com.thehellings:utilities;com.thehellings;utilities
org.zalando.research:zap;org.zalando.research;zap
org.zalando.research:zap-srl-model;org.zalando.research;zap-srl-model
jp.blackawa:spring-bootstrapping-archetype;jp.blackawa;spring-bootstrapping-archetype
io.github.qcjwq.craftsman.logstash.logback:craftsman-log;io.github.qcjwq.craftsman.logstash.logback;craftsman-log
org.mule.connectors:mule-vm-connector;org.mule.connectors;mule-vm-connector
org.mule.modules:mule-spring-module-tests;org.mule.modules;mule-spring-module-tests
org.mule.connectors:mule-wsc-connector;org.mule.connectors;mule-wsc-connector
org.mule.connectors:mule-objectstore-connector;org.mule.connectors;mule-objectstore-connector
org.mule.modules:mule-scripting-module;org.mule.modules;mule-scripting-module
org.mule.modules:mule-oauth-module;org.mule.modules;mule-oauth-module
org.mule.connectors:mule-http-connector;org.mule.connectors;mule-http-connector
org.mule.modules:mule-validation-module;org.mule.modules;mule-validation-module
org.mule.connectors:mule-jms-connector;org.mule.connectors;mule-jms-connector
org.mule.connectors:mule-ftp-connector;org.mule.connectors;mule-ftp-connector
org.mule.connectors:mule-file-connector;org.mule.connectors;mule-file-connector
org.mule.modules:mule-module-file-extension-common;org.mule.modules;mule-module-file-extension-common
org.mule.connectors:mule-email-connector;org.mule.connectors;mule-email-connector
org.mule.connectors:mule-sockets-connector;org.mule.connectors;mule-sockets-connector
org.mule.modules:mule-spring-test-plugin;org.mule.modules;mule-spring-test-plugin
org.mule.modules:mule-spring-module;org.mule.modules;mule-spring-module
org.mule.modules:mule-spring-module-parent;org.mule.modules;mule-spring-module-parent
org.mule.connectors:mule-db-connector;org.mule.connectors;mule-db-connector
org.mule.tests:mule-tests-simple-integration;org.mule.tests;mule-tests-simple-integration
org.webjars.npm:types__angular-file-saver;org.webjars.npm;types__angular-file-saver
org.mule.runtime:mule-module-builders;org.mule.runtime;mule-module-builders
org.mule.runtime.plugins:mule-app-plugins-maven-plugin;org.mule.runtime.plugins;mule-app-plugins-maven-plugin
org.webjars.npm:github-com-angular-flex-layout;org.webjars.npm;github-com-angular-flex-layout
com.github.spt-oss:slf4j-plus;com.github.spt-oss;slf4j-plus
org.mule.tools.maven:mule-module-maven-plugin;org.mule.tools.maven;mule-module-maven-plugin
ch.epfl.scala:collections-contrib_0.3;ch.epfl.scala;collections-contrib_0.3
ch.epfl.scala:collection-strawman_0.3;ch.epfl.scala;collection-strawman_0.3
com.collaborne.mail:mongodb;com.collaborne.mail;mongodb
com.collaborne:collaborne-oss-parent;com.collaborne;collaborne-oss-parent
org.dmfs:optional-testing;org.dmfs;optional-testing
com.smoope.sdk:smoope-rest-data;com.smoope.sdk;smoope-rest-data
com.hpe.adm.octane.ciplugins:alm-test-result-collection-tool;com.hpe.adm.octane.ciplugins;alm-test-result-collection-tool
lt.tokenmill.uima:dictionary-annotator;lt.tokenmill.uima;dictionary-annotator
com.dell.cpsd:storage-capabilities-api;com.dell.cpsd;storage-capabilities-api
org.activiti.cloud:activiti-cloud-starters-root;org.activiti.cloud;activiti-cloud-starters-root
org.activiti:activiti-services-audit-mongo;org.activiti;activiti-services-audit-mongo
org.activiti:activiti-services-audit-jpa;org.activiti;activiti-services-audit-jpa
org.activiti:activiti-services-audit;org.activiti;activiti-services-audit
org.activiti:activiti-services-query-rest;org.activiti;activiti-services-query-rest
org.activiti:activiti-services-query-repo;org.activiti;activiti-services-query-repo
org.activiti:activiti-services-query-model;org.activiti;activiti-services-query-model
org.activiti:activiti-services-query;org.activiti;activiti-services-query
org.activiti:activiti-services-identity-basic;org.activiti;activiti-services-identity-basic
org.activiti:activiti-services-rest;org.activiti;activiti-services-rest
org.activiti:activiti-services-rest-api;org.activiti;activiti-services-rest-api
org.activiti:activiti-services-core;org.activiti;activiti-services-core
org.activiti:activiti-services-events;org.activiti;activiti-services-events
org.activiti:activiti-services-core-model;org.activiti;activiti-services-core-model
org.activiti:activiti-services-test;org.activiti;activiti-services-test
org.activiti:activiti-services-identity-keycloak;org.activiti;activiti-services-identity-keycloak
org.activiti:activiti-services-api;org.activiti;activiti-services-api
org.activiti:activiti-services;org.activiti;activiti-services
com.inmorn:morn-orm-mybatis;com.inmorn;morn-orm-mybatis
com.smoope.sdk:smoope-rest-api;com.smoope.sdk;smoope-rest-api
com.inmorn:morn-webmvc;com.inmorn;morn-webmvc
com.inmorn:morn-context;com.inmorn;morn-context
com.inmorn:morn-core;com.inmorn;morn-core
com.silentgo:framework;com.silentgo;framework
com.silentgo:orm;com.silentgo;orm
com.silentgo:utils;com.silentgo;utils
com.github.andrewjc.kheera:runnerlib;com.github.andrewjc.kheera;runnerlib
com.github.prasanthj:hyperloglog;com.github.prasanthj;hyperloglog
org.webjars.npm:github-com-mar10-jquery-ui-contextmenu;org.webjars.npm;github-com-mar10-jquery-ui-contextmenu
io.magentys:donut-junit-adapter;io.magentys;donut-junit-adapter
com.stormpath.spring:stormpath-spring-security-webmvc;com.stormpath.spring;stormpath-spring-security-webmvc
com.stormpath.spring:stormpath-zuul-spring-cloud-starter;com.stormpath.spring;stormpath-zuul-spring-cloud-starter
com.stormpath.sdk:stormpath-clover;com.stormpath.sdk;stormpath-clover
com.stormpath.spring:stormpath-spring-cloud-parent;com.stormpath.spring;stormpath-spring-cloud-parent
com.stormpath.spring:stormpath-webmvc-spring-boot-starter;com.stormpath.spring;stormpath-webmvc-spring-boot-starter
com.stormpath.spring:stormpath-spring-boot-starter;com.stormpath.spring;stormpath-spring-boot-starter
com.stormpath.sdk:stormpath-sdk-extensions;com.stormpath.sdk;stormpath-sdk-extensions
com.stormpath.spring:stormpath-sdk-tutorials-spring-security-webmvc-spring-security-refined;com.stormpath.spring;stormpath-sdk-tutorials-spring-security-webmvc-spring-security-refined
com.stormpath.sdk:stormpath-sdk-tutorials-spring;com.stormpath.sdk;stormpath-sdk-tutorials-spring
com.stormpath.spring:stormpath-sdk-tutorials-spring-boot-default-spring-security-refined;com.stormpath.spring;stormpath-sdk-tutorials-spring-boot-default-spring-security-refined
