net.corda.cordapp.cordapp-configuration:net.corda.cordapp.cordapp-configuration.gradle.plugin;net.corda.cordapp.cordapp-configuration;net.corda.cordapp.cordapp-configuration.gradle.plugin
io.joern:flatgraph-odb-convert_3;io.joern;flatgraph-odb-convert_3
io.github.kijuky:slack-for-scala_2.12;io.github.kijuky;slack-for-scala_2.12
io.github.kijuky:slack-for-scala_3;io.github.kijuky;slack-for-scala_3
io.github.kijuky:slack-for-zio_3;io.github.kijuky;slack-for-zio_3
io.github.juphoon-app:IOTSDK;io.github.juphoon-app;IOTSDK
com.azure.resourcemanager:azure-resourcemanager-devspaces;com.azure.resourcemanager;azure-resourcemanager-devspaces
io.github.juphoon-app:JRTCSDK;io.github.juphoon-app;JRTCSDK
com.azure.resourcemanager:azure-resourcemanager-vmwarecloudsimple;com.azure.resourcemanager;azure-resourcemanager-vmwarecloudsimple
com.azure.resourcemanager:azure-resourcemanager-hanaonazure;com.azure.resourcemanager;azure-resourcemanager-hanaonazure
com.azure.resourcemanager:azure-resourcemanager-storageimportexport;com.azure.resourcemanager;azure-resourcemanager-storageimportexport
org.fryske-akademy:exist-db-addons;org.fryske-akademy;exist-db-addons
de.bund.bva.isyfact:isyfact-bom;de.bund.bva.isyfact;isyfact-bom
com.tencentcloudapi:tencentcloud-sdk-java-vtc;com.tencentcloudapi;tencentcloud-sdk-java-vtc
com.github.tntim96.apache.tiles:tiles-test;com.github.tntim96.apache.tiles;tiles-test
com.azure.resourcemanager:azure-resourcemanager-delegatednetwork;com.azure.resourcemanager;azure-resourcemanager-delegatednetwork
com.github.tntim96.apache.tiles:tiles-test-pom;com.github.tntim96.apache.tiles;tiles-test-pom
com.github.tntim96.apache.tiles:tiles-template;com.github.tntim96.apache.tiles;tiles-template
com.github.tntim96.apache.tiles:tiles-core;com.github.tntim96.apache.tiles;tiles-core
com.github.tntim96.apache.tiles:tiles-extras;com.github.tntim96.apache.tiles;tiles-extras
com.github.tntim96.apache.tiles:tiles-test-db;com.github.tntim96.apache.tiles;tiles-test-db
com.github.tntim96.apache.tiles:tiles-ognl;com.github.tntim96.apache.tiles;tiles-ognl
com.github.tntim96.apache.tiles:tiles-freemarker;com.github.tntim96.apache.tiles;tiles-freemarker
com.github.tntim96.apache.tiles:tiles-jsp;com.github.tntim96.apache.tiles;tiles-jsp
com.github.tntim96.apache.tiles:tiles-servlet;com.github.tntim96.apache.tiles;tiles-servlet
com.github.tntim96.apache.tiles:tiles-el;com.github.tntim96.apache.tiles;tiles-el
com.github.tntim96.apache.tiles:tiles-test-alt;com.github.tntim96.apache.tiles;tiles-test-alt
com.github.tntim96.apache.tiles:tiles-parent;com.github.tntim96.apache.tiles;tiles-parent
com.github.tntim96.apache.tiles:tiles-assembly;com.github.tntim96.apache.tiles;tiles-assembly
com.github.tntim96.apache.tiles:tiles-mvel;com.github.tntim96.apache.tiles;tiles-mvel
com.github.tntim96.apache.tiles:tiles-velocity;com.github.tntim96.apache.tiles;tiles-velocity
com.github.tntim96.apache.tiles:tiles-test-common;com.github.tntim96.apache.tiles;tiles-test-common
com.github.tntim96.apache.tiles:tiles-compat;com.github.tntim96.apache.tiles;tiles-compat
com.github.tntim96.apache.tiles:tiles-api;com.github.tntim96.apache.tiles;tiles-api
io.github.sakurajimamaii:log-slf4j;io.github.sakurajimamaii;log-slf4j
com.github.tntim96.apache.tiles:tiles-request-mustache;com.github.tntim96.apache.tiles;tiles-request-mustache
com.github.tntim96.apache.tiles:tiles-request;com.github.tntim96.apache.tiles;tiles-request
com.github.tntim96.apache.tiles:tiles-request-api;com.github.tntim96.apache.tiles;tiles-request-api
com.github.tntim96.apache.tiles:tiles-request-velocity;com.github.tntim96.apache.tiles;tiles-request-velocity
com.github.tntim96.apache.tiles:tiles-request-freemarker;com.github.tntim96.apache.tiles;tiles-request-freemarker
com.github.tntim96.apache.tiles:tiles-request-jsp;com.github.tntim96.apache.tiles;tiles-request-jsp
com.github.tntim96.apache.tiles:tiles-request-servlet;com.github.tntim96.apache.tiles;tiles-request-servlet
com.github.tntim96.apache.tiles:tiles-request-assembly;com.github.tntim96.apache.tiles;tiles-request-assembly
com.github.tntim96.apache.tiles:tiles-request-servlet-wildcard;com.github.tntim96.apache.tiles;tiles-request-servlet-wildcard
com.deploygate:gradle;com.deploygate;gradle
com.github.tntim96.apache.velocity.tools:velocity-tools-parent;com.github.tntim96.apache.velocity.tools;velocity-tools-parent
com.github.tntim96.apache.velocity.tools:velocity-tools-view;com.github.tntim96.apache.velocity.tools;velocity-tools-view
com.github.tntim96.apache.velocity.tools:velocity-tools-examples-simple;com.github.tntim96.apache.velocity.tools;velocity-tools-examples-simple
com.github.tntim96.apache.velocity.tools:velocity-tools-examples-showcase;com.github.tntim96.apache.velocity.tools;velocity-tools-examples-showcase
com.github.tntim96.apache.velocity.tools:velocity-tools-generic;com.github.tntim96.apache.velocity.tools;velocity-tools-generic
com.github.tntim96.apache.velocity.tools:velocity-tools-view-jsp;com.github.tntim96.apache.velocity.tools;velocity-tools-view-jsp
com.github.tntim96.apache.velocity.tools:velocity-tools-examples;com.github.tntim96.apache.velocity.tools;velocity-tools-examples
com.what3words:w3w-android-cerence;com.what3words;w3w-android-cerence
org.wildfly:docs;org.wildfly;docs
io.github.lmjssjj:Logger;io.github.lmjssjj;Logger
com.bihe0832.android:lib-block-task;com.bihe0832.android;lib-block-task
com.hncfx:xjst-cons;com.hncfx;xjst-cons
com.hncfx:xjst-sdk;com.hncfx;xjst-sdk
com.hncfx:developer-common;com.hncfx;developer-common
com.hncfx.developer:developer;com.hncfx.developer;developer
io.github.dreamvoid:MiraiMC-Bukkit;io.github.dreamvoid;MiraiMC-Bukkit
io.github.dreamvoid:MiraiMC-Sponge;io.github.dreamvoid;MiraiMC-Sponge
io.github.dreamvoid:MiraiMC-Bungee;io.github.dreamvoid;MiraiMC-Bungee
io.github.dreamvoid:MiraiMC;io.github.dreamvoid;MiraiMC
io.github.dreamvoid:MiraiMC-Base;io.github.dreamvoid;MiraiMC-Base
io.github.dreamvoid:MiraiMC-Integration;io.github.dreamvoid;MiraiMC-Integration
io.github.dreamvoid:MiraiMC-Velocity;io.github.dreamvoid;MiraiMC-Velocity
io.github.dreamvoid:MiraiMC-Nukkit;io.github.dreamvoid;MiraiMC-Nukkit
org.netpreserve:javaswf;org.netpreserve;javaswf
com.github.tntim96.apache.tiles:tiles-autotag-freemarker;com.github.tntim96.apache.tiles;tiles-autotag-freemarker
com.github.tntim96.apache.tiles.autotag.plugin:maven-autotag-plugin;com.github.tntim96.apache.tiles.autotag.plugin;maven-autotag-plugin
com.github.tntim96.apache.tiles:tiles-autotag-core-runtime;com.github.tntim96.apache.tiles;tiles-autotag-core-runtime
com.github.tntim96.apache.tiles:tiles-autotag-velocity;com.github.tntim96.apache.tiles;tiles-autotag-velocity
com.github.tntim96.apache.tiles:tiles-autotag;com.github.tntim96.apache.tiles;tiles-autotag
com.github.tntim96.apache.tiles:tiles-autotag-jsp;com.github.tntim96.apache.tiles;tiles-autotag-jsp
com.github.tntim96.apache.tiles:tiles-autotag-assembly;com.github.tntim96.apache.tiles;tiles-autotag-assembly
com.github.tntim96.apache.tiles:tiles-autotag-core;com.github.tntim96.apache.tiles;tiles-autotag-core
dev.kord:kord-voice;dev.kord;kord-voice
dev.kord:kord-rest;dev.kord;kord-rest
dev.kord:kord-rest-jvm;dev.kord;kord-rest-jvm
dev.kord:kord-rest-js;dev.kord;kord-rest-js
dev.kord:kord-gateway;dev.kord;kord-gateway
dev.kord:kord-core;dev.kord;kord-core
dev.kord:kord-core-jvm;dev.kord;kord-core-jvm
dev.kord:kord-core-js;dev.kord;kord-core-js
dev.kord:kord-common;dev.kord;kord-common
dev.kord:kord-common-jvm;dev.kord;kord-common-jvm
dev.kord:kord-common-js;dev.kord;kord-common-js
dev.kord:kord-gateway-jvm;dev.kord;kord-gateway-jvm
dev.kord:kord-gateway-js;dev.kord;kord-gateway-js
dev.kord:kord-ksp-annotations;dev.kord;kord-ksp-annotations
dev.kord:kord-ksp-annotations-jvm;dev.kord;kord-ksp-annotations-jvm
dev.kord:kord-ksp-annotations-js;dev.kord;kord-ksp-annotations-js
dev.kord:kord-core-voice;dev.kord;kord-core-voice
dev.kord:kord-bom;dev.kord;kord-bom
org.sakaiproject:base;org.sakaiproject;base
org.sakaiproject.webservices:webservices;org.sakaiproject.webservices;webservices
org.sakaiproject.webjars:webjars;org.sakaiproject.webjars;webjars
org.sakaiproject:webcomponents;org.sakaiproject;webcomponents
org.sakaiproject:webcomponents-bundle;org.sakaiproject;webcomponents-bundle
org.sakaiproject:webcomponents-parent;org.sakaiproject;webcomponents-parent
org.sakaiproject:sakai-web-api;org.sakaiproject;sakai-web-api
org.sakaiproject:web-base;org.sakaiproject;web-base
org.sakaiproject:sakai-usermembership-api;org.sakaiproject;sakai-usermembership-api
org.sakaiproject:usermembership-base;org.sakaiproject;usermembership-base
org.sakaiproject.user.util:user-util;org.sakaiproject.user.util;user-util
org.sakaiproject.user:user;org.sakaiproject.user;user
org.sakaiproject:textarea-base;org.sakaiproject;textarea-base
org.sakaiproject.taggable:sakai-taggable-hbm;org.sakaiproject.taggable;sakai-taggable-hbm
org.sakaiproject:sakai-syllabus-api;org.sakaiproject;sakai-syllabus-api
org.sakaiproject:syllabus-base;org.sakaiproject;syllabus-base
org.sakaiproject.sitestats:sitestats-impl-hib;org.sakaiproject.sitestats;sitestats-impl-hib
org.sakaiproject.sitestats:sitestats-bundle;org.sakaiproject.sitestats;sitestats-bundle
org.sakaiproject.userauditservice:userauditservice-util;org.sakaiproject.userauditservice;userauditservice-util
org.sakaiproject.sitemanage:sakai-site-manage-hbm;org.sakaiproject.sitemanage;sakai-site-manage-hbm
org.sakaiproject.sitemanage:sakai-site-manage-util;org.sakaiproject.sitemanage;sakai-site-manage-util
org.sakaiproject.sitemanage:sakai-site-manage-api;org.sakaiproject.sitemanage;sakai-site-manage-api
org.sakaiproject.datemanager.api:sakai-site-datemanager-api;org.sakaiproject.datemanager.api;sakai-site-datemanager-api
org.sakaiproject.sitemanage:sakai-site-datemanager-base;org.sakaiproject.sitemanage;sakai-site-datemanager-base
org.sakaiproject.sitemanage:sitemanage;org.sakaiproject.sitemanage;sitemanage
org.sakaiproject.wicket:wicket-tool-8;org.sakaiproject.wicket;wicket-tool-8
org.sakaiproject.acadtermmanage:sakai-acadtermmanage-api;org.sakaiproject.acadtermmanage;sakai-acadtermmanage-api
org.sakaiproject.acadtermmanage:sakai-acadtermmanage;org.sakaiproject.acadtermmanage;sakai-acadtermmanage
org.sakaiproject.signup:signup-api;org.sakaiproject.signup;signup-api
org.sakaiproject.signup:signup;org.sakaiproject.signup;signup
org.sakaiproject.shortenedurl:shortenedurl-api;org.sakaiproject.shortenedurl;shortenedurl-api
org.sakaiproject.shortenedurl:shortenedurl;org.sakaiproject.shortenedurl;shortenedurl
org.sakaiproject:serviceworker;org.sakaiproject;serviceworker
org.sakaiproject:sections-base;org.sakaiproject;sections-base
org.sakaiproject.search:search-model;org.sakaiproject.search;search-model
org.sakaiproject.samigo:samlite-impl;org.sakaiproject.samigo;samlite-impl
org.sakaiproject.samigo:samigo-impl;org.sakaiproject.samigo;samigo-impl
org.sakaiproject.search.elasticsearch:elasticsearch-util;org.sakaiproject.search.elasticsearch;elasticsearch-util
org.sakaiproject.samigo:samigo-cp;org.sakaiproject.samigo;samigo-cp
org.sakaiproject:sakai-rwiki-diff;org.sakaiproject;sakai-rwiki-diff
org.sakaiproject:sakai-rwiki-util;org.sakaiproject;sakai-rwiki-util
org.sakaiproject:sakai-rwiki-model;org.sakaiproject;sakai-rwiki-model
org.sakaiproject:sakai-radeox;org.sakaiproject;sakai-radeox
org.sakaiproject:sakai-rwiki-api;org.sakaiproject;sakai-rwiki-api
org.sakaiproject:rwiki-base;org.sakaiproject;rwiki-base
org.sakaiproject.rubrics:rubrics-tool;org.sakaiproject.rubrics;rubrics-tool
org.sakaiproject.rubrics:rubrics-impl;org.sakaiproject.rubrics;rubrics-impl
org.sakaiproject.roster2:sakai-roster2-bundle;org.sakaiproject.roster2;sakai-roster2-bundle
org.sakaiproject.roster2:sakai-roster2-base;org.sakaiproject.roster2;sakai-roster2-base
org.sakaiproject:sakai-openldap-provider;org.sakaiproject;sakai-openldap-provider
org.sakaiproject:sakai-federating-provider;org.sakaiproject;sakai-federating-provider
org.sakaiproject:sakai-imsent-provider;org.sakaiproject;sakai-imsent-provider
org.sakaiproject:sakai-kerberos-provider;org.sakaiproject;sakai-kerberos-provider
org.sakaiproject:sakai-unboundid-provider;org.sakaiproject;sakai-unboundid-provider
org.sakaiproject:sakai-sample-provider;org.sakaiproject;sakai-sample-provider
org.sakaiproject:sakai-userdetail-provider;org.sakaiproject;sakai-userdetail-provider
org.sakaiproject:sakai-coursemanagement-authz-provider-impl;org.sakaiproject;sakai-coursemanagement-authz-provider-impl
org.sakaiproject:sakai-allhands-provider;org.sakaiproject;sakai-allhands-provider
org.sakaiproject:providers-base;org.sakaiproject;providers-base
org.sakaiproject.profile2:profile2-util;org.sakaiproject.profile2;profile2-util
org.sakaiproject.presence:sakai-presence-util;org.sakaiproject.presence;sakai-presence-util
org.sakaiproject:sakai-postem-hbm;org.sakaiproject;sakai-postem-hbm
org.sakaiproject:sakai-postem-api;org.sakaiproject;sakai-postem-api
org.sakaiproject:postem-base;org.sakaiproject;postem-base
org.sakaiproject.portal:sakai-portal-impl;org.sakaiproject.portal;sakai-portal-impl
org.sakaiproject.portal:sakai-portal-render-api;org.sakaiproject.portal;sakai-portal-render-api
org.sakaiproject.polls:polls-api;org.sakaiproject.polls;polls-api
org.sakaiproject.polls:polls;org.sakaiproject.polls;polls
org.sakaiproject:sakai-podcasts-api;org.sakaiproject;sakai-podcasts-api
org.sakaiproject:podcasts-base;org.sakaiproject;podcasts-base
org.sakaiproject.plus:sakai-plus-tool;org.sakaiproject.plus;sakai-plus-tool
org.sakaiproject.plus:plus;org.sakaiproject.plus;plus
org.sakaiproject.plus:sakai-plus-impl;org.sakaiproject.plus;sakai-plus-impl
org.sakaiproject.pasystem:pasystem-api;org.sakaiproject.pasystem;pasystem-api
org.sakaiproject.pasystem:pasystem-base;org.sakaiproject.pasystem;pasystem-base
org.sakaiproject.oauth:oauth-dao-hbm;org.sakaiproject.oauth;oauth-dao-hbm
org.sakaiproject.mailsender:mailsender-api;org.sakaiproject.mailsender;mailsender-api
org.sakaiproject.mailsender:mailsender;org.sakaiproject.mailsender;mailsender
org.sakaiproject.mailarchive:sakai-mailarchive-api;org.sakaiproject.mailarchive;sakai-mailarchive-api
org.sakaiproject.mailarchive:mailarchive;org.sakaiproject.mailarchive;mailarchive
org.sakaiproject.login:login-api;org.sakaiproject.login;login-api
org.sakaiproject.login:login;org.sakaiproject.login;login
org.sakaiproject.rsf:sakai-rsf-web-templates;org.sakaiproject.rsf;sakai-rsf-web-templates
org.sakaiproject.rsf:sakai-rsf-web-evolvers;org.sakaiproject.rsf;sakai-rsf-web-evolvers
org.sakaiproject.rsf:sakai-rsf-web;org.sakaiproject.rsf;sakai-rsf-web
org.sakaiproject.rsf:sakai-rsf-core;org.sakaiproject.rsf;sakai-rsf-core
org.sakaiproject.rsf:sakai-rsf;org.sakaiproject.rsf;sakai-rsf
org.sakaiproject.msgcntr:messageforums-hbm;org.sakaiproject.msgcntr;messageforums-hbm
org.sakaiproject.msgcntr:messageforums-api;org.sakaiproject.msgcntr;messageforums-api
org.sakaiproject.msgcntr:msgcntr;org.sakaiproject.msgcntr;msgcntr
org.sakaiproject.lessonbuilder:lessonbuilder-hbm;org.sakaiproject.lessonbuilder;lessonbuilder-hbm
org.sakaiproject.jsf2:jsf2-spreadsheet;org.sakaiproject.jsf2;jsf2-spreadsheet
org.sakaiproject.jsf:myfaces-tool;org.sakaiproject.jsf;myfaces-tool
org.sakaiproject.jsf:myfaces-widgets-depend;org.sakaiproject.jsf;myfaces-widgets-depend
org.sakaiproject.jsf:jsf-tool-sun;org.sakaiproject.jsf;jsf-tool-sun
org.sakaiproject.jsf:jsf-widgets-sun-depend;org.sakaiproject.jsf;jsf-widgets-sun-depend
org.sakaiproject.jsf:jsf-widgets;org.sakaiproject.jsf;jsf-widgets
org.sakaiproject.jsf:myfaces-widgets;org.sakaiproject.jsf;myfaces-widgets
org.sakaiproject.jsf:jsf-widgets-sun;org.sakaiproject.jsf;jsf-widgets-sun
org.sakaiproject.jsf:jsf-tool;org.sakaiproject.jsf;jsf-tool
org.sakaiproject.jsf:jsf-spreadsheet;org.sakaiproject.jsf;jsf-spreadsheet
org.sakaiproject.jsf:jsf-app;org.sakaiproject.jsf;jsf-app
org.sakaiproject.jsf:jsf;org.sakaiproject.jsf;jsf
org.sakaiproject.scheduler:scheduler-test-component-shared;org.sakaiproject.scheduler;scheduler-test-component-shared
org.sakaiproject.scheduler:scheduler-utils;org.sakaiproject.scheduler;scheduler-utils
org.sakaiproject.jsf2:jsf2-tool-sun;org.sakaiproject.jsf2;jsf2-tool-sun
org.sakaiproject:sakai-help-content;org.sakaiproject;sakai-help-content
org.sakaiproject:sakai-comp-shared-help;org.sakaiproject;sakai-comp-shared-help
org.sakaiproject:sakai-help-api;org.sakaiproject;sakai-help-api
org.sakaiproject:help-base;org.sakaiproject;help-base
org.sakaiproject.wicket:wicket-tool-6;org.sakaiproject.wicket;wicket-tool-6
org.sakaiproject.wicket:wicket-tool-base;org.sakaiproject.wicket;wicket-tool-base
org.sakaiproject.grading:sakai-grading-impl;org.sakaiproject.grading;sakai-grading-impl
org.sakaiproject.plus:sakai-plus-api;org.sakaiproject.plus;sakai-plus-api
org.sakaiproject.plus:sakai-plus-base;org.sakaiproject.plus;sakai-plus-base
org.sakaiproject.gradebookng:gradebookng-bundle;org.sakaiproject.gradebookng;gradebookng-bundle
org.sakaiproject.calendaring:external-calendaring-service-api;org.sakaiproject.calendaring;external-calendaring-service-api
org.sakaiproject.calendaring:external-calendaring-service;org.sakaiproject.calendaring;external-calendaring-service
org.sakaiproject.entitybroker:entitybroker-restimpl;org.sakaiproject.entitybroker;entitybroker-restimpl
org.sakaiproject.entitybroker:entitybroker-impl;org.sakaiproject.entitybroker;entitybroker-impl
org.sakaiproject.entitybroker:entitybroker-mocks;org.sakaiproject.entitybroker;entitybroker-mocks
org.sakaiproject.emailtemplateservice:emailtemplateservice;org.sakaiproject.emailtemplateservice;emailtemplateservice
org.sakaiproject.edu-services.sections:sections-model;org.sakaiproject.edu-services.sections;sections-model
org.sakaiproject.edu-services.course-management:coursemanagement-hibernate-impl;org.sakaiproject.edu-services.course-management;coursemanagement-hibernate-impl
org.sakaiproject.edu-services.course-management:coursemanagement-hibernate-model;org.sakaiproject.edu-services.course-management;coursemanagement-hibernate-model
org.sakaiproject.deploy:deploy;org.sakaiproject.deploy;deploy
org.sakaiproject:sakai-dav-server;org.sakaiproject;sakai-dav-server
org.sakaiproject:sakai-dav-common;org.sakaiproject;sakai-dav-common
org.sakaiproject:dav-base;org.sakaiproject;dav-base
org.sakaiproject.dashboard:sakai-dashboard-base;org.sakaiproject.dashboard;sakai-dashboard-base
org.sakaiproject.contentreview:content-review-tool;org.sakaiproject.contentreview;content-review-tool
org.sakaiproject.contentreview.urkund:content-review-urkund-impl;org.sakaiproject.contentreview.urkund;content-review-urkund-impl
org.sakaiproject.contentreview.compilatio:content-review-compilatio-impl;org.sakaiproject.contentreview.compilatio;content-review-compilatio-impl
org.sakaiproject.contentreview.turnitin.oc:content-review-turnitin-oc-impl;org.sakaiproject.contentreview.turnitin.oc;content-review-turnitin-oc-impl
org.sakaiproject.contentreview.turnitin:content-review-turnitin-impl;org.sakaiproject.contentreview.turnitin;content-review-turnitin-impl
org.sakaiproject.contentreview.service:content-review-service-impl;org.sakaiproject.contentreview.service;content-review-service-impl
org.sakaiproject.contentreview.dao:content-review-dao-impl;org.sakaiproject.contentreview.dao;content-review-dao-impl
