com.exactpro.th2:grpc-sim-template;com.exactpro.th2;grpc-sim-template
org.ogc-schemas:sld-v_1_0_0-geoserver;org.ogc-schemas;sld-v_1_0_0-geoserver
io.quarkiverse.artemis:quarkus-integration-test-artemis-core-with-default-change-url;io.quarkiverse.artemis;quarkus-integration-test-artemis-core-with-default-change-url
org.ogc-schemas:sensorML;org.ogc-schemas;sensorML
org.ogc-schemas:sensorML-v_2_0;org.ogc-schemas;sensorML-v_2_0
io.github.pnoker:dc3-starter-center-register-nacos-client;io.github.pnoker;dc3-starter-center-register-nacos-client
org.ogc-schemas:sensorML-v_1_0_0;org.ogc-schemas;sensorML-v_1_0_0
org.ogc-schemas:se;org.ogc-schemas;se
org.ogc-schemas:se-v_1_1_0;org.ogc-schemas;se-v_1_1_0
org.ogc-schemas:samplingSpecimen;org.ogc-schemas;samplingSpecimen
org.ogc-schemas:samplingSpecimen-v_2_0;org.ogc-schemas;samplingSpecimen-v_2_0
org.ogc-schemas:samplingSpatial;org.ogc-schemas;samplingSpatial
org.ogc-schemas:samplingSpatial-v_2_0;org.ogc-schemas;samplingSpatial-v_2_0
org.ogc-schemas:sampling;org.ogc-schemas;sampling
org.ogc-schemas:sampling-v_2_0;org.ogc-schemas;sampling-v_2_0
org.ogc-schemas:sampling-v_1_0_0;org.ogc-schemas;sampling-v_1_0_0
org.ogc-schemas:ows;org.ogc-schemas;ows
org.ogc-schemas:owc;org.ogc-schemas;owc
org.ogc-schemas:owc-v_0_3_1;org.ogc-schemas;owc-v_0_3_1
org.ogc-schemas:oseo;org.ogc-schemas;oseo
org.ogc-schemas:oseo-v_1_0;org.ogc-schemas;oseo-v_1_0
org.ogc-schemas:omx;org.ogc-schemas;omx
org.ogc-schemas:omx-v_1_0_0;org.ogc-schemas;omx-v_1_0_0
org.ogc-schemas:omeo;org.ogc-schemas;omeo
org.ogc-schemas:om;org.ogc-schemas;om
org.ogc-schemas:om-v_1_0_0;org.ogc-schemas;om-v_1_0_0
org.ogc-schemas:sensorML-v_1_0_1;org.ogc-schemas;sensorML-v_1_0_1
org.ogc-schemas:sweCommon-v_1_0_1;org.ogc-schemas;sweCommon-v_1_0_1
org.ogc-schemas:ols;org.ogc-schemas;ols
org.ogc-schemas:ols-nav-v_1_3;org.ogc-schemas;ols-nav-v_1_3
org.ogc-schemas:ols-v_1_2;org.ogc-schemas;ols-v_1_2
org.ogc-schemas:ols-v_1_1_0;org.ogc-schemas;ols-v_1_1_0
org.ogc-schemas:kml;org.ogc-schemas;kml
org.ogc-schemas:kml-v_2_3;org.ogc-schemas;kml-v_2_3
org.ogc-schemas:kml-v_2_2_0;org.ogc-schemas;kml-v_2_2_0
org.ogc-schemas:kml-v_2_1;org.ogc-schemas;kml-v_2_1
org.ogc-schemas:iso19139_2-gmi;org.ogc-schemas;iso19139_2-gmi
org.ogc-schemas:iso19139_2;org.ogc-schemas;iso19139_2
org.ogc-schemas:iso19139_2-gmi-v_1_0;org.ogc-schemas;iso19139_2-gmi-v_1_0
org.ogc-schemas:iso19139;org.ogc-schemas;iso19139
org.ogc-schemas:iso19139-v_20060504;org.ogc-schemas;iso19139-v_20060504
org.ogc-schemas:indoorgml;org.ogc-schemas;indoorgml
org.ogc-schemas:indoorgml-v_1_0;org.ogc-schemas;indoorgml-v_1_0
org.ogc-schemas:ic;org.ogc-schemas;ic
org.ogc-schemas:ic-v_2_1;org.ogc-schemas;ic-v_2_1
org.ogc-schemas:ic-v_2_0;org.ogc-schemas;ic-v_2_0
org.ogc-schemas:gmljp2;org.ogc-schemas;gmljp2
org.ogc-schemas:gmljp2-v_2_0;org.ogc-schemas;gmljp2-v_2_0
org.ogc-schemas:omeo-v_1_0;org.ogc-schemas;omeo-v_1_0
org.ogc-schemas:ows-v_2_0;org.ogc-schemas;ows-v_2_0
org.ogc-schemas:om-v_2_0;org.ogc-schemas;om-v_2_0
org.ogc-schemas:sweCommon-v_1_0_0;org.ogc-schemas;sweCommon-v_1_0_0
org.ogc-schemas:iso19139-v_20070417;org.ogc-schemas;iso19139-v_20070417
org.ogc-schemas:geotiff;org.ogc-schemas;geotiff
org.ogc-schemas:gmlcov;org.ogc-schemas;gmlcov
org.ogc-schemas:gmlcov-geotiff-v_1_0;org.ogc-schemas;gmlcov-geotiff-v_1_0
org.ogc-schemas:gmlcov-v_1_0;org.ogc-schemas;gmlcov-v_1_0
org.ogc-schemas:gml;org.ogc-schemas;gml
org.ogc-schemas:gml-v_3_3;org.ogc-schemas;gml-v_3_3
org.ogc-schemas:gml-v_3_2_0;org.ogc-schemas;gml-v_3_2_0
org.ogc-schemas:gml-v_1_0_0;org.ogc-schemas;gml-v_1_0_0
org.ogc-schemas:filter;org.ogc-schemas;filter
org.ogc-schemas:filter-v_2_0;org.ogc-schemas;filter-v_2_0
org.ogc-schemas:eosps;org.ogc-schemas;eosps
org.ogc-schemas:eosps-v_2_0;org.ogc-schemas;eosps-v_2_0
io.github.sogis:ilivalidator-custom-functions;io.github.sogis;ilivalidator-custom-functions
org.ogc-schemas:sps-v_2_0;org.ogc-schemas;sps-v_2_0
org.ogc-schemas:sweCommon-v_2_0;org.ogc-schemas;sweCommon-v_2_0
org.ogc-schemas:swes-v_2_0;org.ogc-schemas;swes-v_2_0
org.ogc-schemas:ows-v_1_1_0;org.ogc-schemas;ows-v_1_1_0
org.ogc-schemas:eop;org.ogc-schemas;eop
org.ogc-schemas:eop-v_1_0;org.ogc-schemas;eop-v_1_0
org.ogc-schemas:csw;org.ogc-schemas;csw
org.ogc-schemas:csw-v_2_0_2;org.ogc-schemas;csw-v_2_0_2
org.ogc-schemas:filter-v_1_1_0;org.ogc-schemas;filter-v_1_1_0
org.ogc-schemas:ows-v_1_0_0;org.ogc-schemas;ows-v_1_0_0
org.ogc-schemas:wmc;org.ogc-schemas;wmc
org.ogc-schemas:wmc-v_1_1_0;org.ogc-schemas;wmc-v_1_1_0
org.ogc-schemas:wmc-v_1_0_0;org.ogc-schemas;wmc-v_1_0_0
org.ogc-schemas:sld-v_1_0_0;org.ogc-schemas;sld-v_1_0_0
org.ogc-schemas:filter-v_1_0_0;org.ogc-schemas;filter-v_1_0_0
org.ogc-schemas:gml-v_2_1_2;org.ogc-schemas;gml-v_2_1_2
org.ogc-schemas:citygml;org.ogc-schemas;citygml
org.ogc-schemas:citygml-v_2_0;org.ogc-schemas;citygml-v_2_0
org.ogc-schemas:citygml-v_1_0;org.ogc-schemas;citygml-v_1_0
org.ogc-schemas:xal-v_2_0;org.ogc-schemas;xal-v_2_0
org.ogc-schemas:gml-v_3_1_1;org.ogc-schemas;gml-v_3_1_1
org.ogc-schemas:arml;org.ogc-schemas;arml
org.ogc-schemas:arml-v_2_0;org.ogc-schemas;arml-v_2_0
org.ogc-schemas:gml-v_3_2;org.ogc-schemas;gml-v_3_2
org.ogc-schemas:ogc-dtd-parent;org.ogc-schemas;ogc-dtd-parent
org.ogc-schemas:ogc-schema-parent;org.ogc-schemas;ogc-schema-parent
org.ogc-schemas:ogc-schemas;org.ogc-schemas;ogc-schemas
org.ogc-schemas:ogc-schemas-project;org.ogc-schemas;ogc-schemas-project
edu.gemini:gsp-graphql-circe_native0.4_3;edu.gemini;gsp-graphql-circe_native0.4_3
edu.gemini:gsp-graphql-core_sjs1_3;edu.gemini;gsp-graphql-core_sjs1_3
edu.gemini:gsp-graphql-generic_native0.4_3;edu.gemini;gsp-graphql-generic_native0.4_3
edu.gemini:gsp-graphql-skunk_sjs1_3;edu.gemini;gsp-graphql-skunk_sjs1_3
edu.gemini:gsp-graphql-sql_sjs1_3;edu.gemini;gsp-graphql-sql_sjs1_3
edu.gemini:gsp-graphql-circe_sjs1_2.13;edu.gemini;gsp-graphql-circe_sjs1_2.13
edu.gemini:gsp-graphql-circe_sjs1_3;edu.gemini;gsp-graphql-circe_sjs1_3
edu.gemini:gsp-graphql-generic_3;edu.gemini;gsp-graphql-generic_3
edu.gemini:gsp-graphql-skunk_2.13;edu.gemini;gsp-graphql-skunk_2.13
edu.gemini:gsp-graphql-core_native0.4_3;edu.gemini;gsp-graphql-core_native0.4_3
edu.gemini:gsp-graphql-core_sjs1_2.13;edu.gemini;gsp-graphql-core_sjs1_2.13
edu.gemini:gsp-graphql-generic_2.13;edu.gemini;gsp-graphql-generic_2.13
edu.gemini:gsp-graphql-skunk_native0.4_3;edu.gemini;gsp-graphql-skunk_native0.4_3
edu.gemini:gsp-graphql-skunk_sjs1_2.13;edu.gemini;gsp-graphql-skunk_sjs1_2.13
edu.gemini:gsp-graphql-core_native0.4_2.13;edu.gemini;gsp-graphql-core_native0.4_2.13
edu.gemini:gsp-graphql-generic_sjs1_2.13;edu.gemini;gsp-graphql-generic_sjs1_2.13
edu.gemini:gsp-graphql-skunk_native0.4_2.13;edu.gemini;gsp-graphql-skunk_native0.4_2.13
edu.gemini:gsp-graphql-doobie-pg_3;edu.gemini;gsp-graphql-doobie-pg_3
edu.gemini:gsp-graphql-generic_native0.4_2.13;edu.gemini;gsp-graphql-generic_native0.4_2.13
edu.gemini:gsp-graphql-generic_sjs1_3;edu.gemini;gsp-graphql-generic_sjs1_3
edu.gemini:gsp-graphql-sql_native0.4_3;edu.gemini;gsp-graphql-sql_native0.4_3
edu.gemini:gsp-graphql-sql_sjs1_2.13;edu.gemini;gsp-graphql-sql_sjs1_2.13
edu.gemini:gsp-graphql-circe_3;edu.gemini;gsp-graphql-circe_3
edu.gemini:gsp-graphql-skunk_3;edu.gemini;gsp-graphql-skunk_3
edu.gemini:gsp-graphql-sql_2.13;edu.gemini;gsp-graphql-sql_2.13
edu.gemini:gsp-graphql-sql_3;edu.gemini;gsp-graphql-sql_3
edu.gemini:gsp-graphql-sql_native0.4_2.13;edu.gemini;gsp-graphql-sql_native0.4_2.13
edu.gemini:gsp-graphql-circe_native0.4_2.13;edu.gemini;gsp-graphql-circe_native0.4_2.13
edu.gemini:gsp-graphql-core_2.13;edu.gemini;gsp-graphql-core_2.13
edu.gemini:gsp-graphql-doobie-pg_2.13;edu.gemini;gsp-graphql-doobie-pg_2.13
edu.gemini:gsp-graphql-circe_2.13;edu.gemini;gsp-graphql-circe_2.13
edu.gemini:gsp-graphql-core_3;edu.gemini;gsp-graphql-core_3
net.zscript.maven-nar:nar-maven-plugin;net.zscript.maven-nar;nar-maven-plugin
io.github.stephanebastian:whatwg-url;io.github.stephanebastian;whatwg-url
io.github.shawxingkwok:phone-compiler-jvm;io.github.shawxingkwok;phone-compiler-jvm
org.webjars.npm:vue3-tabs-component;org.webjars.npm;vue3-tabs-component
love.forte.simbot.util:simbot-util-suspend-transformer-watchosx86;love.forte.simbot.util;simbot-util-suspend-transformer-watchosx86
love.forte.simbot.util:simbot-util-suspend-transformer-watchosx64;love.forte.simbot.util;simbot-util-suspend-transformer-watchosx64
love.forte.simbot.util:simbot-util-suspend-transformer-watchossimulatorarm64;love.forte.simbot.util;simbot-util-suspend-transformer-watchossimulatorarm64
love.forte.simbot.util:simbot-util-suspend-transformer-watchosdevicearm64;love.forte.simbot.util;simbot-util-suspend-transformer-watchosdevicearm64
love.forte.simbot.util:simbot-util-suspend-transformer-watchosarm64;love.forte.simbot.util;simbot-util-suspend-transformer-watchosarm64
love.forte.simbot.util:simbot-util-suspend-transformer-watchosarm32;love.forte.simbot.util;simbot-util-suspend-transformer-watchosarm32
love.forte.simbot.util:simbot-util-suspend-transformer-tvosx64;love.forte.simbot.util;simbot-util-suspend-transformer-tvosx64
love.forte.simbot.util:simbot-util-suspend-transformer-tvossimulatorarm64;love.forte.simbot.util;simbot-util-suspend-transformer-tvossimulatorarm64
love.forte.simbot.util:simbot-util-suspend-transformer-tvosarm64;love.forte.simbot.util;simbot-util-suspend-transformer-tvosarm64
love.forte.simbot.util:simbot-util-suspend-transformer-macosx64;love.forte.simbot.util;simbot-util-suspend-transformer-macosx64
love.forte.simbot.util:simbot-util-suspend-transformer-macosarm64;love.forte.simbot.util;simbot-util-suspend-transformer-macosarm64
love.forte.simbot.util:simbot-util-suspend-transformer-iosx64;love.forte.simbot.util;simbot-util-suspend-transformer-iosx64
love.forte.simbot.util:simbot-util-suspend-transformer-iossimulatorarm64;love.forte.simbot.util;simbot-util-suspend-transformer-iossimulatorarm64
love.forte.simbot.util:simbot-util-suspend-transformer-iosarm64;love.forte.simbot.util;simbot-util-suspend-transformer-iosarm64
love.forte.simbot.util:simbot-util-suspend-transformer-iosarm32;love.forte.simbot.util;simbot-util-suspend-transformer-iosarm32
love.forte.simbot.util:simbot-util-stage-loop-watchosx86;love.forte.simbot.util;simbot-util-stage-loop-watchosx86
love.forte.simbot.util:simbot-util-stage-loop-watchosx64;love.forte.simbot.util;simbot-util-stage-loop-watchosx64
love.forte.simbot.util:simbot-util-stage-loop-watchossimulatorarm64;love.forte.simbot.util;simbot-util-stage-loop-watchossimulatorarm64
love.forte.simbot.util:simbot-util-stage-loop-watchosdevicearm64;love.forte.simbot.util;simbot-util-stage-loop-watchosdevicearm64
love.forte.simbot.util:simbot-util-stage-loop-watchosarm64;love.forte.simbot.util;simbot-util-stage-loop-watchosarm64
love.forte.simbot.util:simbot-util-stage-loop-watchosarm32;love.forte.simbot.util;simbot-util-stage-loop-watchosarm32
love.forte.simbot.util:simbot-util-stage-loop-tvosx64;love.forte.simbot.util;simbot-util-stage-loop-tvosx64
love.forte.simbot.util:simbot-util-stage-loop-tvossimulatorarm64;love.forte.simbot.util;simbot-util-stage-loop-tvossimulatorarm64
love.forte.simbot.util:simbot-util-stage-loop-tvosarm64;love.forte.simbot.util;simbot-util-stage-loop-tvosarm64
love.forte.simbot.util:simbot-util-stage-loop-macosx64;love.forte.simbot.util;simbot-util-stage-loop-macosx64
love.forte.simbot.util:simbot-util-stage-loop-macosarm64;love.forte.simbot.util;simbot-util-stage-loop-macosarm64
love.forte.simbot.util:simbot-util-stage-loop-iosx64;love.forte.simbot.util;simbot-util-stage-loop-iosx64
love.forte.simbot.util:simbot-util-stage-loop-iossimulatorarm64;love.forte.simbot.util;simbot-util-stage-loop-iossimulatorarm64
love.forte.simbot.util:simbot-util-stage-loop-iosarm64;love.forte.simbot.util;simbot-util-stage-loop-iosarm64
love.forte.simbot.util:simbot-util-stage-loop-iosarm32;love.forte.simbot.util;simbot-util-stage-loop-iosarm32
love.forte.simbot.util:simbot-util-api-requestor-ktor-watchosx64;love.forte.simbot.util;simbot-util-api-requestor-ktor-watchosx64
love.forte.simbot.util:simbot-util-api-requestor-ktor-watchossimulatorarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-watchossimulatorarm64
love.forte.simbot.util:simbot-util-api-requestor-ktor-watchosarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-watchosarm64
love.forte.simbot.util:simbot-util-api-requestor-ktor-watchosarm32;love.forte.simbot.util;simbot-util-api-requestor-ktor-watchosarm32
love.forte.simbot.util:simbot-util-api-requestor-ktor-tvosx64;love.forte.simbot.util;simbot-util-api-requestor-ktor-tvosx64
love.forte.simbot.util:simbot-util-api-requestor-ktor-tvossimulatorarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-tvossimulatorarm64
love.forte.simbot.util:simbot-util-api-requestor-ktor-tvosarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-tvosarm64
love.forte.simbot.util:simbot-util-api-requestor-ktor-macosx64;love.forte.simbot.util;simbot-util-api-requestor-ktor-macosx64
love.forte.simbot.util:simbot-util-api-requestor-ktor-macosarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-macosarm64
love.forte.simbot.util:simbot-util-api-requestor-ktor-iosx64;love.forte.simbot.util;simbot-util-api-requestor-ktor-iosx64
love.forte.simbot.util:simbot-util-api-requestor-ktor-iossimulatorarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-iossimulatorarm64
love.forte.simbot.util:simbot-util-api-requestor-ktor-iosarm64;love.forte.simbot.util;simbot-util-api-requestor-ktor-iosarm64
love.forte.simbot.util:simbot-util-api-requestor-core-watchosx86;love.forte.simbot.util;simbot-util-api-requestor-core-watchosx86
love.forte.simbot.util:simbot-util-api-requestor-core-watchosx64;love.forte.simbot.util;simbot-util-api-requestor-core-watchosx64
love.forte.simbot.util:simbot-util-api-requestor-core-watchossimulatorarm64;love.forte.simbot.util;simbot-util-api-requestor-core-watchossimulatorarm64
love.forte.simbot.util:simbot-util-api-requestor-core-watchosdevicearm64;love.forte.simbot.util;simbot-util-api-requestor-core-watchosdevicearm64
love.forte.simbot.util:simbot-util-api-requestor-core-watchosarm64;love.forte.simbot.util;simbot-util-api-requestor-core-watchosarm64
love.forte.simbot.util:simbot-util-api-requestor-core-watchosarm32;love.forte.simbot.util;simbot-util-api-requestor-core-watchosarm32
love.forte.simbot.util:simbot-util-api-requestor-core-tvosx64;love.forte.simbot.util;simbot-util-api-requestor-core-tvosx64
love.forte.simbot.util:simbot-util-api-requestor-core-tvossimulatorarm64;love.forte.simbot.util;simbot-util-api-requestor-core-tvossimulatorarm64
love.forte.simbot.util:simbot-util-api-requestor-core-tvosarm64;love.forte.simbot.util;simbot-util-api-requestor-core-tvosarm64
love.forte.simbot.util:simbot-util-api-requestor-core-macosx64;love.forte.simbot.util;simbot-util-api-requestor-core-macosx64
love.forte.simbot.util:simbot-util-api-requestor-core-macosarm64;love.forte.simbot.util;simbot-util-api-requestor-core-macosarm64
love.forte.simbot.util:simbot-util-api-requestor-core-iosx64;love.forte.simbot.util;simbot-util-api-requestor-core-iosx64
love.forte.simbot.util:simbot-util-api-requestor-core-iossimulatorarm64;love.forte.simbot.util;simbot-util-api-requestor-core-iossimulatorarm64
love.forte.simbot.util:simbot-util-api-requestor-core-iosarm64;love.forte.simbot.util;simbot-util-api-requestor-core-iosarm64
love.forte.simbot.util:simbot-util-api-requestor-core-iosarm32;love.forte.simbot.util;simbot-util-api-requestor-core-iosarm32
love.forte.simbot:simbot-logger-watchosx86;love.forte.simbot;simbot-logger-watchosx86
love.forte.simbot:simbot-logger-watchosx64;love.forte.simbot;simbot-logger-watchosx64
love.forte.simbot:simbot-logger-watchossimulatorarm64;love.forte.simbot;simbot-logger-watchossimulatorarm64
love.forte.simbot:simbot-logger-watchosdevicearm64;love.forte.simbot;simbot-logger-watchosdevicearm64
love.forte.simbot:simbot-logger-watchosarm64;love.forte.simbot;simbot-logger-watchosarm64
love.forte.simbot.util:simbot-util-suspend-transformer-wasm32;love.forte.simbot.util;simbot-util-suspend-transformer-wasm32
love.forte.simbot.util:simbot-util-suspend-transformer-mingwx86;love.forte.simbot.util;simbot-util-suspend-transformer-mingwx86
love.forte.simbot.util:simbot-util-suspend-transformer-mingwx64;love.forte.simbot.util;simbot-util-suspend-transformer-mingwx64
love.forte.simbot:simbot-logger-watchosarm32;love.forte.simbot;simbot-logger-watchosarm32
love.forte.simbot.util:simbot-util-suspend-transformer-linuxx64;love.forte.simbot.util;simbot-util-suspend-transformer-linuxx64
love.forte.simbot.util:simbot-util-suspend-transformer-linuxmipsel32;love.forte.simbot.util;simbot-util-suspend-transformer-linuxmipsel32
love.forte.simbot.util:simbot-util-suspend-transformer-linuxmips32;love.forte.simbot.util;simbot-util-suspend-transformer-linuxmips32
love.forte.simbot:simbot-logger-tvosx64;love.forte.simbot;simbot-logger-tvosx64
love.forte.simbot.util:simbot-util-suspend-transformer-linuxarm64;love.forte.simbot.util;simbot-util-suspend-transformer-linuxarm64
love.forte.simbot.util:simbot-util-suspend-transformer-linuxarm32hfp;love.forte.simbot.util;simbot-util-suspend-transformer-linuxarm32hfp
love.forte.simbot:simbot-logger-tvossimulatorarm64;love.forte.simbot;simbot-logger-tvossimulatorarm64
love.forte.simbot.util:simbot-util-suspend-transformer;love.forte.simbot.util;simbot-util-suspend-transformer
love.forte.simbot.util:simbot-util-suspend-transformer-jvm;love.forte.simbot.util;simbot-util-suspend-transformer-jvm
love.forte.simbot:simbot-logger-tvosarm64;love.forte.simbot;simbot-logger-tvosarm64
love.forte.simbot.util:simbot-util-suspend-transformer-js;love.forte.simbot.util;simbot-util-suspend-transformer-js
love.forte.simbot.util:simbot-util-suspend-transformer-androidnativex86;love.forte.simbot.util;simbot-util-suspend-transformer-androidnativex86
love.forte.simbot.util:simbot-util-suspend-transformer-androidnativex64;love.forte.simbot.util;simbot-util-suspend-transformer-androidnativex64
love.forte.simbot:simbot-logger-macosx64;love.forte.simbot;simbot-logger-macosx64
love.forte.simbot.util:simbot-util-suspend-transformer-androidnativearm64;love.forte.simbot.util;simbot-util-suspend-transformer-androidnativearm64
love.forte.simbot.util:simbot-util-suspend-transformer-androidnativearm32;love.forte.simbot.util;simbot-util-suspend-transformer-androidnativearm32
love.forte.simbot:simbot-logger-macosarm64;love.forte.simbot;simbot-logger-macosarm64
love.forte.simbot:simbot-logger-iosx64;love.forte.simbot;simbot-logger-iosx64
love.forte.simbot:simbot-logger-iossimulatorarm64;love.forte.simbot;simbot-logger-iossimulatorarm64
love.forte.simbot.util:simbot-util-stage-loop-wasm32;love.forte.simbot.util;simbot-util-stage-loop-wasm32
love.forte.simbot.util:simbot-util-stage-loop-mingwx86;love.forte.simbot.util;simbot-util-stage-loop-mingwx86
love.forte.simbot:simbot-logger-iosarm64;love.forte.simbot;simbot-logger-iosarm64
love.forte.simbot.util:simbot-util-stage-loop-mingwx64;love.forte.simbot.util;simbot-util-stage-loop-mingwx64
love.forte.simbot.util:simbot-util-stage-loop-linuxx64;love.forte.simbot.util;simbot-util-stage-loop-linuxx64
love.forte.simbot:simbot-logger-iosarm32;love.forte.simbot;simbot-logger-iosarm32
love.forte.simbot.util:simbot-util-stage-loop-linuxmipsel32;love.forte.simbot.util;simbot-util-stage-loop-linuxmipsel32
